Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 34.71,       1400, 0,-1612940.00,29.600,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.62%,  0.47%,  0.00%,  0.47%,  0.00%,  0.00%,  0.00%,  0.00%, 60.90%, 32.55%,  4.83%,  0.16%, 26922.54, 1840.48, 6453.76, 26966.24 , 19, 253, 117.77, 76, 150, 130.97, 90, 179, 129.23, 0.00%, 98.98%,0.00%, 0.25%, 0.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.58%,0.00%, 0.47%, 0.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 25.00%,0.00%, 0.00%, 75.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 33.0, 0.0, 43.0, 0.0, 355.0, 5.031, 29
11, P-SLICE,   15, 32.25,       3368, 0,-1606384.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.28%,  0.42%, 0.00%,  0.56%,  0.97%,  0.56%,  3.33%,  0.00%,  0.28%,  0.00%,  0.56%, 53.47%, 30.42%,  6.53%,  2.64%, 27056.40, 1832.23, 6399.90, 27702.73 , 18, 253, 117.79, 76, 149, 130.97, 90, 180, 129.23, 0.00%, 98.97%,0.00%, 0.26%, 0.77%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.93%,0.00%, 0.44%, 2.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.16%,0.00%, 5.88%, 1.96%, 0.00%, 0.00%, 0.00%, 0.00%, 9.62%, 44.23%,0.00%, 23.08%, 23.08%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 30.0, 0.0, 36.0, 0.0, 329.0, 4.680, 38
12, B-SLICE,   13, 34.78,       1720, 0,-1605273.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.79%,  1.11%,  0.00%,  0.32%,  0.00%,  0.32%,  0.00%,  0.00%, 62.09%, 30.33%,  4.11%,  0.95%, 26890.06, 1823.63, 6389.92, 26964.43 , 18, 253, 117.79, 76, 150, 130.96, 90, 179, 129.23, 0.00%, 98.74%,0.00%, 0.50%, 0.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.52%,0.00%, 1.99%, 1.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 12.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.0, 0.0, 33.0, 5.0, 34.0, 0.0, 352.0, 4.293, 13
13, b-SLICE,   11, 35.00,       1168, 0,5.20,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.16%,  0.16%,  0.00%,  0.96%,  0.00%,  0.48%,  0.00%,  0.00%, 64.26%, 29.01%,  4.01%,  0.96%, 26539.86, 1840.32, 6339.79, 26605.43 , 18, 253, 117.81, 76, 149, 130.97, 90, 179, 129.23, 0.00%, 99.75%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.46%,0.00%, 0.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 32.0, 5.0, 32.0, 0.0, 377.0, 4.009, 26
14, b-SLICE,   12, 34.73,       1496, 0,-1603553.00,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.66%,  0.66%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 65.52%, 29.23%,  3.94%,  0.00%, 26726.48, 1834.75, 6377.38, 26824.17 , 19, 253, 117.80, 76, 150, 130.97, 90, 179, 129.23, 0.00%, 99.00%,0.00%, 0.50%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.80%,0.00%, 0.55%, 1.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 34.0, 0.0, 29.0, 0.0, 376.0, 4.633, 36
15, b-SLICE,   14, 35.00,        960, 0,-1605273.00,29.600,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.16%,  0.16%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 65.52%, 30.23%,  3.92%,  0.00%, 26824.49, 1821.46, 6391.59, 26856.88 , 18, 253, 117.79, 76, 150, 130.96, 90, 179, 129.23, 0.00%, 99.75%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.46%,0.00%, 0.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 38.0, 0.0, 55.0, 0.0, 374.0, 4.998, 28
16, P-SLICE,   20, 33.13,       2960, 0,-1609059.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.29%, 0.00%,  0.58%,  0.00%,  1.01%,  2.17%,  0.00%,  0.00%,  0.00%,  0.00%, 56.52%, 30.43%,  5.65%,  3.33%, 27231.38, 1823.80, 6420.82, 28481.70 , 19, 253, 117.79, 76, 149, 130.96, 90, 179, 129.23, 0.00%, 98.98%,0.00%, 0.51%, 0.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.78%,0.00%, 8.70%, 6.52%, 0.00%, 0.00%, 0.00%, 0.00%, 5.00%, 57.50%,0.00%, 22.50%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 28.0, 0.0, 49.0, 0.0, 330.0, 4.322, 58
17, B-SLICE,   18, 34.64,       2224, 0,-1609418.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.77%,  1.13%,  0.32%,  0.16%,  0.00%,  0.00%,  0.00%,  0.00%, 62.96%, 28.50%,  4.67%,  0.48%, 27130.33, 1819.16, 6417.64, 27283.03 , 19, 253, 117.79, 76, 149, 130.96, 90, 180, 129.23, 0.00%, 97.26%,0.00%, 1.00%, 1.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.20%,0.00%, 0.54%, 3.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.55%,0.00%, 6.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 27.0, 18.0, 29.0, 3.0, 352.0, 2.082, 4
18, b-SLICE,   16, 34.76,       1584, 0,5.20,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.62%,  0.16%,  0.00%,  2.34%,  0.00%,  0.00%,  0.00%,  0.00%, 62.31%, 26.95%,  4.98%,  2.65%, 26968.33, 1818.83, 6420.32, 27083.25 , 19, 253, 117.80, 76, 149, 130.96, 90, 180, 129.23, 0.00%, 99.01%,0.00%, 0.25%, 0.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.43%,0.00%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.12%,0.00%, 9.38%, 37.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 29.0, 18.0, 32.0, 6.0, 381.0, 2.109, 1
19, b-SLICE,   17, 34.74,       1432, 0,-1608810.00,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.16%,  0.48%,  0.64%,  0.64%,  0.00%,  0.48%,  0.32%,  0.00%, 64.90%, 27.21%,  4.51%,  0.64%, 27041.61, 1821.57, 6430.70, 27115.61 , 19, 253, 117.79, 76, 149, 130.96, 90, 179, 129.23, 0.00%, 99.75%,0.00%, 0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.29%,0.00%, 1.14%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 88.24%,0.00%, 8.82%, 2.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 6.0, 32.0, 0.0, 377.0, 2.871, 3
20, b-SLICE,   19, 34.87,       1024, 0,-1609059.00,29.600,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 66.50%, 29.21%,  3.96%,  0.00%, 27098.79, 1819.81, 6439.44, 27099.12 , 19, 253, 117.79, 76, 149, 130.96, 90, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.44%,0.00%, 0.00%, 0.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 0.0, 37.0, 0.0, 369.0, 5.471, 13
21, P-SLICE,   25, 32.89,       3352, 0,-1608822.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.14%,  0.00%,  0.14%, 0.14%,  0.00%,  0.84%, 0.00%,  0.28%,  0.84%,  0.84%,  3.21%,  0.00%,  0.42%,  0.00%,  0.28%, 54.25%, 29.43%,  5.86%,  3.35%, 27214.72, 1819.26, 6432.88, 28194.08 , 19, 253, 117.80, 76, 149, 130.96, 90, 179, 129.23, 0.00%, 99.49%,0.00%, 0.26%, 0.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.27%,0.00%, 0.00%, 2.73%, 0.00%, 0.00%, 0.00%, 0.00%, 4.00%, 84.00%,0.00%, 12.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 12.50%, 46.43%,0.00%, 25.00%, 16.07%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 0.0, 38.0, 0.0, 309.0, 4.653, 45
22, B-SLICE,   23, 34.95,       1728, 0,-1607610.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.47%,  0.31%,  0.94%,  0.79%,  0.00%,  0.47%,  0.00%,  0.00%, 62.42%, 29.25%,  4.25%,  1.10%, 27173.28, 1822.27, 6433.31, 27327.97 , 19, 253, 117.79, 76, 149, 130.96, 90, 179, 129.23, 0.00%, 99.25%,0.00%, 0.50%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.95%,0.00%, 1.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 81.82%,0.00%, 15.15%, 3.03%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.33%,0.00%, 25.00%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 13.0, 32.0, 2.0, 343.0, 2.716, 7
23, b-SLICE,   21, 34.67,       1552, 0,5.26,29.600,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.31%,  0.47%,  0.16%,  0.47%,  0.00%,  0.00%,  0.00%,  0.00%, 63.05%, 27.52%,  5.35%,  2.67%, 27141.72, 1821.38, 6446.74, 27212.33 , 19, 253, 117.79, 76, 149, 130.96, 90, 179, 129.23, 0.00%, 99.50%,0.00%, 0.00%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.31%,0.00%, 0.56%, 1.12%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.14%,0.00%, 0.00%, 2.86%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 85.00%,0.00%, 10.00%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 41.0, 11.0, 59.0, 0.0, 392.0, 3.111, 69
