Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, 4x4, Inter 32x32, Inter 16x16, Skip 32x32, Skip 16x16, Merge 32x32, Merge 16x16, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   10, 31.87,      88048, 0,-4127847.00,30.271,14, 8 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.31%, 12.75%,  0.00%,  1.34%, 65.61%,  6.98%, 12819.61, 668.11, 905.02, 19553.42 , 6, 252, 98.40, 98, 171, 138.73, 92, 186, 118.53, 0.00%, 83.13%,0.00%, 9.43%, 7.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 39.50%,0.00%, 32.10%, 28.40%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 248.0, 14.0, 70.0, 5.0, 787.0, 6.192, 552
11, b-SLICE,    9, 32.50,      51392, 0,3.66,29.741,16, 8 ,10 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.99%,  8.90%,  0.00%,  0.91%, 71.98%,  6.22%, 12426.60, 667.91, 916.97, 15378.28 , 9, 255, 98.52, 98, 171, 138.73, 92, 190, 118.53, 0.00%, 85.76%,0.00%, 5.72%, 8.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.51%,0.00%, 28.86%, 26.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 247.0, 12.0, 56.0, 4.0, 801.0, 4.918, 116
12, b-SLICE,   11, 33.05,      51040, 0,-4070679.00,29.741,15, 10 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.46%,  7.97%,  0.00%,  0.82%, 73.86%,  6.90%, 12413.01, 670.34, 871.16, 15413.88 , 10, 255, 98.41, 98, 171, 138.76, 92, 194, 118.56, 0.00%, 87.60%,0.00%, 4.43%, 8.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.17%,0.00%, 25.62%, 25.21%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 248.0, 5.0, 48.0, 1.0, 695.0, 5.888, 177
13, P-SLICE,   16, 31.25,     233312, 0,-4181549.00,28.000,11, 12 , -, 2.60%,  4.94%,  6.45%, 1.06%,  1.04%,  2.04%, 0.00%,  8.28%, 26.22%,  0.00%,  1.43%, 39.94%,  6.00%, 15289.80, 729.15, 980.78, 35622.92 , 7, 255, 98.21, 95, 171, 138.66, 92, 200, 118.48, 22.53%, 64.17%,0.00%, 5.60%, 7.74%, 0.00%, 0.00%, 0.00%, 0.00%, 10.96%, 19.68%,0.00%, 23.40%, 46.03%, 0.00%, 0.00%, 0.00%, 0.00%, 229.0, 0.0, 20.0, 0.0, 114.0, 0.0, 429.0, 8.647, 695
14, B-SLICE,   14, 31.78,      85544, 0,-4113456.00,30.271,14, 12 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.11%, 10.99%,  0.00%,  1.18%, 66.95%,  6.77%, 13081.49, 672.78, 892.51, 20598.95 , 2, 251, 98.26, 98, 171, 138.75, 92, 192, 118.56, 0.00%, 82.64%,0.00%, 9.03%, 8.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.95%,0.00%, 28.69%, 29.36%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 137.0, 12.0, 67.0, 1.0, 673.0, 5.829, 430
15, b-SLICE,   13, 32.60,      48000, 0,3.57,29.741,16, 12 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.90%,  8.62%,  0.00%,  1.26%, 74.69%,  4.53%, 12503.62, 672.90, 892.61, 15564.71 , 5, 253, 98.28, 98, 171, 138.76, 92, 197, 118.57, 0.00%, 87.23%,0.00%, 5.38%, 7.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.14%,0.00%, 29.82%, 30.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 135.0, 13.0, 49.0, 3.0, 689.0, 4.418, 85
16, b-SLICE,   15, 32.82,      51120, 0,-4084457.00,29.741,15, 14 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.52%,  8.51%,  0.00%,  1.18%, 74.91%,  5.89%, 12798.16, 687.85, 881.52, 16002.38 , 4, 253, 98.32, 98, 171, 138.75, 92, 197, 118.56, 0.00%, 88.74%,0.00%, 3.43%, 7.91%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.38%,0.00%, 29.20%, 25.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 135.0, 7.0, 51.0, 0.0, 676.0, 5.097, 141
17, P-SLICE,   20, 30.99,     221912, 0,-4132761.00,28.000,11, 16 , -, 2.65%,  5.49%,  6.23%, 1.19%,  0.77%,  2.63%, 0.00%,  7.21%, 25.09%,  0.00%,  1.46%, 40.55%,  6.74%, 14881.42, 721.16, 949.15, 34860.68 , 0, 254, 98.05, 97, 172, 138.69, 92, 202, 118.52, 23.20%, 65.22%,0.00%, 4.72%, 6.95%, 0.00%, 0.00%, 0.00%, 0.00%, 12.11%, 21.64%,0.00%, 21.57%, 44.61%, 0.00%, 0.00%, 0.00%, 0.00%, 118.0, 0.0, 18.0, 0.0, 109.0, 0.0, 419.0, 8.174, 665
18, B-SLICE,   18, 32.16,      85392, 0,-4125927.00,30.271,14, 16 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.36%, 11.25%,  0.00%,  1.39%, 67.05%,  6.95%, 13332.61, 696.25, 910.50, 20357.32 , 3, 251, 98.17, 95, 172, 138.72, 91, 206, 118.53, 0.00%, 83.52%,0.00%, 8.28%, 8.40%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.58%,0.00%, 30.48%, 26.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 248.0, 10.0, 79.0, 1.0, 782.0, 5.208, 493
19, b-SLICE,   17, 32.98,      45584, 0,3.85,29.741,16, 16 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.42%,  8.43%,  0.00%,  1.22%, 75.30%,  4.63%, 13031.48, 698.27, 919.26, 16326.14 , 4, 255, 98.23, 98, 171, 138.72, 92, 199, 118.54, 0.00%, 87.83%,0.00%, 4.36%, 7.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.26%,0.00%, 32.17%, 27.27%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 248.0, 17.0, 51.0, 2.0, 802.0, 5.062, 147
20, b-SLICE,   19, 33.32,      43800, 0,-4068264.00,29.741,15, 18 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.08%,  7.75%,  0.00%,  1.09%, 77.87%,  5.20%, 12794.49, 692.87, 870.30, 16043.02 , 1, 255, 98.22, 97, 171, 138.74, 92, 195, 118.56, 0.00%, 90.67%,0.00%, 2.90%, 6.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.81%,0.00%, 25.00%, 30.19%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 249.0, 11.0, 42.0, 2.0, 789.0, 5.738, 109
21, P-SLICE,   24, 30.99,     221536, 0,-4147590.00,28.000,11, 20 , -, 2.40%,  5.08%,  6.08%, 1.42%,  0.76%,  2.69%, 0.00%,  8.58%, 25.49%,  0.00%,  1.37%, 39.31%,  6.82%, 15103.84, 732.03, 960.06, 34083.02 , 6, 253, 97.83, 98, 171, 138.70, 92, 193, 118.53, 22.14%, 63.89%,0.00%, 5.63%, 8.38%, 0.00%, 0.00%, 0.00%, 0.00%, 12.67%, 21.30%,0.00%, 20.48%, 45.82%, 0.00%, 0.00%, 0.00%, 0.00%, 230.0, 0.0, 18.0, 0.0, 85.0, 0.0, 420.0, 9.469, 715
22, B-SLICE,   22, 31.55,      86808, 0,-4124027.00,30.271,14, 20 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.07%, 11.24%,  0.00%,  0.94%, 65.91%,  7.84%, 13404.96, 700.37, 910.49, 20800.85 , 5, 255, 97.98, 98, 171, 138.73, 92, 198, 118.57, 0.00%, 82.44%,0.00%, 8.84%, 8.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.87%,0.00%, 30.35%, 25.79%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 476.0, 6.0, 60.0, 0.0, 1125.0, 6.768, 314
23, b-SLICE,   21, 33.10,      44400, 0,3.84,29.741,16, 20 ,22 24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.98%,  7.82%,  0.00%,  0.77%, 75.45%,  4.99%, 13078.95, 695.39, 908.65, 16199.54 , 4, 255, 98.01, 97, 171, 138.73, 92, 196, 118.57, 0.00%, 87.34%,0.00%, 4.94%, 7.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.40%,0.00%, 28.68%, 28.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 475.0, 5.0, 51.0, 0.0, 1140.0, 5.267, 253
24, b-SLICE,   23, 32.89,      51088, 0,-4080326.00,29.741,15, 22 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.12%,  7.99%,  0.00%,  0.69%, 74.88%,  6.31%, 12977.30, 702.10, 889.35, 16626.61 , 6, 251, 97.97, 98, 171, 138.74, 92, 192, 118.58, 0.00%, 88.18%,0.00%, 3.85%, 8.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.71%,0.00%, 21.71%, 31.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 477.0, 0.0, 46.0, 0.0, 1132.0, 6.650, 267
25, P-SLICE,   28, 31.18,     235328, 0,-4109136.00,28.000,11, 24 , -, 3.67%,  7.13%, 10.22%, 1.39%,  0.97%,  2.75%, 0.00%, 10.56%, 27.02%,  0.00%,  1.18%, 29.43%,  5.69%, 15007.76, 762.55, 946.90, 35489.60 , 2, 255, 97.48, 98, 172, 138.46, 92, 193, 118.44, 34.48%, 48.24%,0.00%, 5.50%, 11.78%, 0.00%, 0.00%, 0.00%, 0.00%, 13.10%, 17.61%,0.00%, 19.96%, 49.33%, 0.00%, 0.00%, 0.00%, 0.00%, 458.0, 0.0, 22.0, 0.0, 128.0, 0.0, 761.0, 8.786, 695
26, B-SLICE,   26, 31.74,     115816, 0,-4221320.00,30.271,14, 24 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.80%, 15.58%,  0.00%,  1.35%, 60.17%,  8.09%, 14285.63, 736.22, 983.00, 24420.32 , 5, 254, 97.63, 96, 171, 138.51, 92, 191, 118.49, 0.00%, 80.33%,0.00%, 9.09%, 10.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 37.74%,0.00%, 33.77%, 28.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 136.0, 16.0, 80.0, 1.0, 1012.0, 5.059, 249
27, b-SLICE,   25, 32.28,      56224, 0,3.59,29.741,16, 24 ,26 28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.43%,  9.58%,  0.00%,  0.71%, 73.20%,  6.08%, 13140.89, 693.35, 919.73, 17228.39 , 6, 252, 97.86, 97, 171, 138.71, 92, 198, 118.58, 0.00%, 87.65%,0.00%, 5.03%, 7.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.47%,0.00%, 29.96%, 28.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 134.0, 16.0, 49.0, 2.0, 1026.0, 4.671, 87
28, b-SLICE,   27, 33.11,      60152, 0,-4142244.00,29.741,15, 26 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.27%,  9.98%,  0.00%,  0.57%, 71.23%,  7.94%, 13372.60, 733.76, 931.41, 18019.64 , 5, 255, 97.61, 96, 171, 138.51, 92, 194, 118.49, 0.00%, 87.41%,0.00%, 4.86%, 7.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.03%,0.00%, 26.21%, 27.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 135.0, 9.0, 42.0, 3.0, 1020.0, 5.162, 87
29, P-SLICE,   32, 31.44,     221088, 0,-4086335.00,28.000,11, 28 , -, 2.65%,  6.03%,  5.87%, 1.55%,  0.96%,  2.49%, 0.00%,  6.54%, 24.36%,  0.00%,  1.31%, 42.04%,  6.19%, 14991.26, 750.57, 954.82, 34491.27 , 5, 253, 97.25, 98, 171, 138.48, 92, 200, 118.47, 23.15%, 66.54%,0.00%, 4.35%, 6.05%, 0.00%, 0.00%, 0.00%, 0.00%, 13.59%, 20.35%,0.00%, 24.71%, 41.35%, 0.00%, 0.00%, 0.00%, 0.00%, 116.0, 0.0, 27.0, 0.0, 136.0, 0.0, 650.0, 8.091, 540
30, B-SLICE,   30, 32.10,     108224, 0,-4139412.00,30.271,14, 28 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.67%, 13.85%,  0.00%,  1.25%, 61.79%,  8.45%, 13910.50, 713.36, 942.29, 23775.65 , 6, 253, 97.43, 97, 171, 138.50, 92, 191, 118.48, 0.00%, 80.82%,0.00%, 10.19%, 9.03%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.19%,0.00%, 33.16%, 25.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 142.0, 22.0, 67.0, 4.0, 1018.0, 4.659, 160
31, b-SLICE,   29, 32.78,      53664, 0,3.68,29.741,16, 28 ,30 32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.70%,  8.31%,  0.00%,  1.21%, 73.73%,  6.05%, 13107.08, 714.44, 919.94, 17560.01 , 4, 254, 97.51, 98, 172, 138.51, 92, 201, 118.49, 0.00%, 87.35%,0.00%, 5.78%, 6.90%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.64%,0.00%, 31.09%, 22.27%, 0.00%, 0.00%, 0.00%, 0.00%, 1.0, 0.0, 140.0, 16.0, 53.0, 2.0, 1033.0, 4.558, 149
32, b-SLICE,   31, 32.52,      69168, 0,-4084106.00,29.741,15, 30 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.34%, 10.91%,  0.00%,  1.11%, 68.51%,  7.14%, 13343.43, 709.74, 889.13, 18789.41 , 4, 254, 97.42, 98, 171, 138.52, 92, 197, 118.51, 0.00%, 84.71%,0.00%, 6.84%, 8.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.05%,0.00%, 31.13%, 25.83%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 142.0, 10.0, 50.0, 0.0, 1026.0, 4.695, 275
33, P-SLICE,   36, 31.29,     215072, 0,-4062401.00,28.000,11, 32 , -, 2.68%,  5.02%,  6.49%, 0.89%,  0.91%,  2.23%, 0.00%,  7.22%, 24.56%,  0.00%,  1.21%, 41.87%,  6.92%, 14902.36, 748.20, 931.32, 32341.11 , 4, 255, 97.19, 95, 172, 138.50, 92, 200, 118.51, 22.55%, 66.20%,0.00%, 5.29%, 6.18%, 0.00%, 0.00%, 0.00%, 0.00%, 10.98%, 22.18%,0.00%, 19.99%, 46.93%, 0.00%, 0.00%, 0.00%, 0.00%, 120.0, 0.0, 26.0, 0.0, 110.0, 0.0, 315.0, 8.379, 703
34, B-SLICE,   34, 31.63,      80160, 0,-4050383.00,30.271,14, 32 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.03%, 10.02%,  0.00%,  0.87%, 68.24%,  6.84%, 13208.50, 713.99, 895.80, 19604.11 , 2, 253, 97.27, 97, 171, 138.53, 92, 199, 118.53, 0.00%, 82.99%,0.00%, 8.64%, 8.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.48%,0.00%, 29.71%, 26.81%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 138.0, 20.0, 69.0, 4.0, 907.0, 4.637, 93
35, b-SLICE,   33, 32.43,      42576, 0,3.70,29.741,16, 32 ,34 36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.91%,  8.37%,  0.00%,  0.98%, 72.87%,  5.87%, 12916.18, 711.12, 913.74, 15807.32 , 5, 255, 97.27, 95, 171, 138.53, 92, 200, 118.52, 0.00%, 85.95%,0.00%, 5.07%, 8.98%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.04%,0.00%, 27.37%, 27.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 136.0, 14.0, 55.0, 2.0, 921.0, 4.290, 371
36, b-SLICE,   35, 32.76,      45912, 0,-3997601.00,29.741,15, 34 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.41%,  7.44%,  0.00%,  0.99%, 74.31%,  5.85%, 12679.36, 712.09, 857.34, 15381.25 , 1, 255, 97.28, 97, 171, 138.54, 92, 199, 118.55, 0.00%, 86.73%,0.00%, 4.49%, 8.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.92%,0.00%, 24.54%, 27.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 137.0, 8.0, 46.0, 1.0, 916.0, 5.869, 259
37, P-SLICE,   40, 31.30,     224160, 0,-4077457.00,28.000,11, 36 , -, 2.69%,  5.16%,  7.44%, 1.10%,  0.67%,  2.04%, 0.00%,  7.36%, 24.55%,  0.00%,  1.50%, 40.72%,  6.77%, 15087.56, 759.60, 935.63, 32984.65 , 4, 255, 97.33, 96, 171, 138.45, 92, 203, 118.48, 24.22%, 64.28%,0.00%, 5.62%, 6.05%, 0.00%, 0.00%, 0.00%, 0.00%, 10.42%, 22.60%,0.00%, 23.11%, 43.95%, 0.00%, 0.00%, 0.00%, 0.00%, 118.0, 0.0, 20.0, 0.0, 103.0, 0.0, 317.0, 8.355, 668
38, B-SLICE,   38, 31.97,      79568, 0,-4038640.00,30.271,14, 36 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.76%, 11.66%,  0.00%,  1.52%, 67.65%,  6.41%, 13130.94, 712.24, 882.39, 18572.52 , 3, 251, 97.31, 95, 172, 138.51, 91, 206, 118.53, 0.00%, 84.16%,0.00%, 8.08%, 7.84%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.48%,0.00%, 32.58%, 26.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 139.0, 10.0, 74.0, 0.0, 568.0, 5.607, 212
