Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, 4x4, Inter 32x32, Inter 16x16, Skip 32x32, Skip 16x16, Merge 32x32, Merge 16x16, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   10, 34.16,      84000, 0,-5908675.00,30.271,14, 8 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.68%, 20.32%,  0.00%,  3.68%, 44.87%, 17.46%, 24017.97, 1322.75, 1663.14, 32871.42 , 3, 247, 97.88, 89, 168, 130.80, 77, 190, 127.86, 0.00%, 76.71%,0.00%, 15.12%, 8.30%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.99%,0.00%, 30.33%, 18.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 544.0, 8.0, 88.0, 0.0, 1539.0, 6.641, 343
11, b-SLICE,    9, 34.51,      51152, 0,3.58,29.741,16, 8 ,10 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.37%, 13.19%,  0.00%,  2.40%, 60.56%, 12.49%, 22134.87, 1266.81, 1655.88, 26676.52 , 3, 248, 98.08, 91, 167, 130.82, 84, 190, 127.96, 0.00%, 84.17%,0.00%, 9.89%, 5.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.02%,0.00%, 29.58%, 17.40%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 543.0, 11.0, 65.0, 0.0, 1553.0, 5.304, 153
12, b-SLICE,   11, 34.44,      49608, 0,-5814166.00,29.741,15, 10 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.60%, 14.20%,  0.00%,  2.73%, 59.51%, 12.96%, 21830.62, 1250.04, 1579.09, 26021.16 , 3, 249, 97.98, 92, 168, 130.91, 83, 190, 127.94, 0.00%, 84.91%,0.00%, 8.74%, 6.40%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.55%,0.00%, 28.87%, 18.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 544.0, 5.0, 61.0, 0.0, 1425.0, 6.382, 319
13, P-SLICE,   16, 33.53,     198360, 0,-5804956.00,28.000,11, 12 , -, 1.75%,  2.17%,  3.66%, 1.82%,  1.78%,  7.89%, 0.00%,  9.54%, 31.05%,  0.00%,  4.44%, 19.35%, 16.54%, 24661.55, 1304.97, 1506.08, 43911.38 , 3, 245, 97.77, 92, 168, 130.81, 79, 192, 127.90, 20.84%, 53.09%,0.00%, 15.78%, 10.45%, 0.00%, 0.00%, 0.00%, 0.00%, 18.15%, 33.05%,0.00%, 27.66%, 21.33%, 0.00%, 0.00%, 0.00%, 0.00%, 527.0, 0.0, 19.0, 0.0, 135.0, 0.0, 1118.0, 9.907, 710
14, B-SLICE,   14, 34.06,      80112, 0,-5876148.00,30.271,14, 12 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.39%, 20.26%,  0.00%,  3.33%, 47.77%, 15.25%, 23926.86, 1316.24, 1618.34, 31610.49 , 3, 245, 97.67, 92, 168, 130.82, 83, 194, 127.88, 0.00%, 78.19%,0.00%, 15.01%, 6.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.84%,0.00%, 32.57%, 19.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 535.0, 14.0, 76.0, 0.0, 1784.0, 5.645, 298
15, b-SLICE,   13, 34.46,      50760, 0,3.55,29.741,16, 12 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.41%, 14.08%,  0.00%,  2.92%, 59.26%, 13.33%, 22253.04, 1256.25, 1590.60, 26822.26 , 3, 249, 97.87, 92, 168, 130.89, 82, 191, 127.96, 0.00%, 85.03%,0.00%, 9.62%, 5.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.58%,0.00%, 29.62%, 16.79%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 534.0, 11.0, 63.0, 1.0, 1800.0, 5.746, 191
16, b-SLICE,   15, 34.51,      49912, 0,-5782588.00,29.741,15, 14 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.29%, 15.31%,  0.00%,  2.08%, 59.02%, 13.29%, 22046.18, 1268.25, 1548.37, 25695.44 , 3, 250, 97.79, 94, 168, 130.87, 79, 192, 127.96, 0.00%, 85.15%,0.00%, 8.54%, 6.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.09%,0.00%, 30.48%, 19.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 535.0, 6.0, 59.0, 0.0, 1786.0, 6.629, 440
17, P-SLICE,   20, 33.67,     188520, 0,-5798419.00,28.000,11, 16 , -, 1.11%,  2.29%,  3.63%, 1.36%,  1.82%,  6.95%, 0.00%,  8.92%, 30.57%,  0.00%,  5.35%, 21.77%, 16.24%, 24776.81, 1338.10, 1494.39, 43968.27 , 2, 248, 97.80, 89, 170, 130.85, 80, 191, 127.87, 18.66%, 57.81%,0.00%, 14.78%, 8.91%, 0.00%, 0.00%, 0.00%, 0.00%, 16.31%, 34.77%,0.00%, 28.13%, 21.11%, 0.00%, 0.00%, 0.00%, 0.00%, 517.0, 0.0, 18.0, 0.0, 118.0, 0.0, 1114.0, 9.947, 560
18, B-SLICE,   18, 34.08,      81992, 0,-5832686.00,30.271,14, 16 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.28%, 20.78%,  0.00%,  3.76%, 46.77%, 15.41%, 24127.87, 1350.94, 1608.53, 31626.74 , 0, 249, 97.67, 87, 168, 130.78, 77, 192, 127.80, 0.00%, 77.92%,0.00%, 13.68%, 8.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.02%,0.00%, 32.29%, 19.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 532.0, 8.0, 81.0, 0.0, 2160.0, 6.920, 287
19, b-SLICE,   17, 34.52,      50928, 0,3.57,29.741,16, 16 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.40%, 13.66%,  0.00%,  1.77%, 60.88%, 13.28%, 22745.44, 1303.50, 1592.83, 26803.39 , 4, 248, 97.77, 94, 168, 130.83, 78, 191, 127.87, 0.00%, 85.39%,0.00%, 9.14%, 5.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.43%,0.00%, 30.57%, 17.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 532.0, 9.0, 64.0, 0.0, 2175.0, 5.277, 239
20, b-SLICE,   19, 34.51,      50328, 0,-5767936.00,29.741,15, 18 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.69%, 13.59%,  0.00%,  3.08%, 58.61%, 13.04%, 22010.92, 1286.26, 1539.57, 25784.97 , 3, 247, 97.84, 88, 170, 130.89, 77, 190, 127.88, 0.00%, 83.39%,0.00%, 10.00%, 6.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 54.27%,0.00%, 31.46%, 14.27%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 532.0, 3.0, 62.0, 0.0, 2165.0, 6.419, 229
21, P-SLICE,   24, 33.55,     200624, 0,-5838307.00,28.000,11, 20 , -, 1.24%,  2.08%,  3.42%, 1.84%,  2.05%,  9.26%, 0.00%,  9.68%, 30.18%,  0.00%,  5.51%, 19.09%, 15.66%, 25360.07, 1376.26, 1516.29, 46115.18 , 4, 247, 97.61, 89, 170, 130.77, 79, 189, 127.85, 19.02%, 53.72%,0.00%, 15.52%, 11.75%, 0.00%, 0.00%, 0.00%, 0.00%, 20.39%, 32.83%,0.00%, 24.87%, 21.94%, 0.00%, 0.00%, 0.00%, 0.00%, 514.0, 0.0, 17.0, 0.0, 133.0, 0.0, 1100.0, 10.707, 694
22, B-SLICE,   22, 34.19,      87688, 0,-5859070.00,30.271,14, 20 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 15.05%, 20.01%,  0.00%,  3.30%, 46.03%, 15.60%, 24748.37, 1386.35, 1594.40, 33337.65 , 1, 247, 97.71, 86, 171, 130.75, 75, 191, 127.82, 0.00%, 75.35%,0.00%, 15.66%, 9.03%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.62%,0.00%, 32.70%, 18.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 530.0, 11.0, 78.0, 0.0, 2157.0, 6.059, 186
23, b-SLICE,   21, 34.43,      54008, 0,3.51,29.741,16, 20 ,22 24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.32%, 12.76%,  0.00%,  2.73%, 58.97%, 13.22%, 23127.00, 1332.54, 1577.89, 27607.13 , 5, 250, 97.83, 88, 170, 130.82, 78, 190, 127.88, 0.00%, 82.80%,0.00%, 11.02%, 6.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 55.57%,0.00%, 30.57%, 13.87%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 529.0, 10.0, 69.0, 1.0, 2169.0, 5.830, 230
24, b-SLICE,   23, 34.26,      51312, 0,-5811839.00,29.741,15, 22 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.77%, 14.59%,  0.00%,  2.56%, 59.46%, 13.62%, 22656.01, 1340.31, 1534.76, 26670.20 , 4, 249, 97.78, 88, 169, 130.82, 82, 191, 127.89, 0.00%, 85.91%,0.00%, 8.90%, 5.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.59%,0.00%, 29.54%, 17.87%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 530.0, 5.0, 56.0, 0.0, 2162.0, 6.157, 345
25, P-SLICE,   28, 33.49,     195896, 0,-5743473.00,28.000,11, 24 , -, 1.36%,  2.62%,  3.77%, 2.24%,  1.96%,  8.13%, 0.00%,  9.77%, 31.33%,  0.00%,  5.39%, 17.02%, 16.40%, 25046.37, 1388.06, 1465.25, 44921.20 , 1, 250, 97.32, 91, 169, 130.70, 82, 190, 127.83, 22.43%, 49.24%,0.00%, 13.86%, 14.41%, 0.00%, 0.00%, 0.00%, 0.00%, 18.91%, 33.36%,0.00%, 25.53%, 22.49%, 0.00%, 0.00%, 0.00%, 0.00%, 513.0, 0.0, 20.0, 0.0, 126.0, 0.0, 1095.0, 9.228, 472
26, B-SLICE,   26, 34.21,     100992, 0,-5939656.00,30.271,14, 24 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 17.76%, 23.04%,  0.00%,  3.08%, 37.60%, 18.53%, 25268.92, 1426.38, 1630.26, 35414.42 , 0, 253, 97.20, 88, 170, 130.62, 76, 192, 127.76, 0.00%, 67.97%,0.00%, 17.95%, 14.16%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.48%,0.00%, 30.46%, 21.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 537.0, 15.0, 96.0, 0.0, 2149.0, 6.120, 290
27, b-SLICE,   25, 34.38,      54312, 0,3.66,29.741,16, 24 ,26 28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.37%, 16.25%,  0.00%,  2.33%, 60.01%, 11.03%, 22464.78, 1317.83, 1562.43, 26894.86 , 1, 248, 97.61, 91, 170, 130.77, 79, 190, 127.88, 0.00%, 85.25%,0.00%, 8.64%, 6.10%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.14%,0.00%, 37.06%, 17.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 536.0, 13.0, 71.0, 0.0, 2161.0, 4.870, 239
28, b-SLICE,   27, 34.44,      52848, 0,-5797425.00,29.741,15, 26 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.91%, 16.05%,  0.00%,  2.39%, 56.93%, 14.72%, 22574.72, 1354.78, 1503.04, 26754.85 , 1, 249, 97.36, 92, 170, 130.73, 77, 190, 127.83, 0.00%, 85.28%,0.00%, 8.13%, 6.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.59%,0.00%, 29.28%, 19.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 537.0, 8.0, 57.0, 0.0, 2155.0, 5.094, 436
29, P-SLICE,   32, 33.57,     214928, 0,-5808050.00,28.000,11, 28 , -, 1.34%,  2.05%,  3.08%, 2.20%,  2.71%, 10.10%, 0.00%,  7.75%, 30.12%,  0.00%,  5.45%, 19.63%, 15.57%, 25666.06, 1426.14, 1517.08, 48155.69 , 3, 249, 97.38, 91, 168, 130.60, 79, 191, 127.82, 19.14%, 57.97%,0.00%, 14.18%, 8.71%, 0.00%, 0.00%, 0.00%, 0.00%, 22.74%, 31.82%,0.00%, 25.68%, 19.97%, 0.00%, 0.00%, 0.00%, 0.00%, 519.0, 1.0, 21.0, 0.0, 130.0, 0.0, 1100.0, 9.937, 645
30, B-SLICE,   30, 34.26,     103592, 0,-5820112.00,30.271,14, 28 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.67%, 23.78%,  0.00%,  4.63%, 41.17%, 16.75%, 24721.32, 1389.12, 1564.76, 35444.55 , 3, 247, 97.24, 89, 169, 130.63, 77, 191, 127.80, 0.00%, 75.15%,0.00%, 16.35%, 8.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.34%,0.00%, 35.14%, 17.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 535.0, 16.0, 89.0, 0.0, 2149.0, 5.401, 227
31, b-SLICE,   29, 34.23,      52576, 0,3.39,29.741,16, 28 ,30 32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.73%, 14.74%,  0.00%,  2.81%, 60.37%, 11.34%, 22185.61, 1338.95, 1500.75, 26619.51 , 0, 247, 97.38, 92, 169, 130.70, 81, 191, 127.87, 0.00%, 84.89%,0.00%, 9.31%, 5.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.00%,0.00%, 32.63%, 18.37%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 534.0, 13.0, 69.0, 0.0, 2162.0, 4.341, 114
32, b-SLICE,   31, 34.35,      69320, 0,-5732950.00,29.741,15, 30 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.93%, 20.12%,  0.00%,  3.68%, 48.98%, 16.29%, 23066.65, 1339.73, 1459.81, 29087.67 , 2, 250, 97.41, 93, 168, 130.70, 79, 192, 127.87, 0.00%, 81.77%,0.00%, 12.47%, 5.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.81%,0.00%, 33.59%, 16.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 535.0, 7.0, 73.0, 0.0, 2156.0, 5.899, 357
33, P-SLICE,   36, 33.54,     200664, 0,-5804823.00,28.000,11, 32 , -, 1.00%,  1.56%,  3.38%, 1.93%,  2.48%,  9.03%, 0.00%,  8.51%, 31.76%,  0.00%,  4.43%, 19.83%, 16.09%, 25443.06, 1449.33, 1475.45, 46171.43 , 3, 248, 97.16, 92, 168, 130.66, 78, 191, 127.80, 17.33%, 57.87%,0.00%, 14.21%, 10.64%, 0.00%, 0.00%, 0.00%, 0.00%, 20.48%, 31.26%,0.00%, 25.49%, 22.88%, 0.00%, 0.00%, 0.00%, 0.00%, 517.0, 0.0, 19.0, 0.0, 135.0, 0.0, 1106.0, 9.364, 513
34, B-SLICE,   34, 33.85,      93392, 0,-5889542.00,30.271,14, 32 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.61%, 21.23%,  0.00%,  4.05%, 43.24%, 16.87%, 25329.48, 1488.23, 1598.34, 34681.96 , 3, 245, 97.15, 90, 169, 130.51, 77, 194, 127.71, 0.00%, 74.86%,0.00%, 15.53%, 9.78%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.61%,0.00%, 31.63%, 18.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 164.0, 14.0, 98.0, 0.0, 1780.0, 6.704, 308
35, b-SLICE,   33, 34.47,      60488, 0,3.31,29.741,16, 32 ,34 36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.39%, 18.52%,  0.00%,  2.40%, 53.20%, 15.48%, 23738.20, 1419.84, 1567.56, 28369.16 , 0, 247, 97.29, 91, 168, 130.54, 79, 192, 127.76, 0.00%, 83.66%,0.00%, 10.78%, 5.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.11%,0.00%, 32.40%, 18.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 162.0, 13.0, 68.0, 3.0, 1792.0, 5.212, 264
36, b-SLICE,   35, 34.20,      52680, 0,-5771844.00,29.741,15, 34 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.56%, 15.18%,  0.00%,  2.32%, 60.19%, 12.74%, 22606.58, 1400.62, 1508.65, 26809.63 , 1, 247, 97.27, 88, 170, 130.64, 77, 190, 127.81, 0.00%, 86.27%,0.00%, 8.43%, 5.30%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.86%,0.00%, 30.90%, 19.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 162.0, 7.0, 60.0, 1.0, 1786.0, 4.551, 239
37, P-SLICE,   40, 33.65,     205104, 0,-5707441.00,28.000,11, 36 , -, 1.56%,  2.43%,  3.87%, 2.05%,  2.94%,  9.21%, 0.00%, 10.43%, 30.43%,  0.00%,  4.56%, 16.75%, 15.76%, 25395.59, 1461.79, 1478.23, 46494.20 , 2, 250, 96.99, 88, 170, 130.60, 73, 190, 127.89, 22.46%, 47.86%,0.00%, 16.22%, 13.56%, 0.00%, 0.00%, 0.00%, 0.00%, 21.88%, 31.30%,0.00%, 24.08%, 22.79%, 0.00%, 0.00%, 0.00%, 0.00%, 145.0, 0.0, 28.0, 0.0, 149.0, 0.0, 737.0, 7.859, 580
38, B-SLICE,   38, 34.06,      92288, 0,-5788804.00,30.271,14, 36 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.16%, 21.76%,  0.00%,  3.25%, 44.67%, 16.15%, 24953.91, 1469.11, 1571.33, 33704.65 , 0, 249, 96.91, 87, 168, 130.57, 77, 192, 127.84, 0.00%, 75.96%,0.00%, 15.20%, 8.89%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.20%,0.00%, 32.50%, 20.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 552.0, 23.0, 92.0, 3.0, 1802.0, 4.911, 328
