Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 34.98,        952, 0,-1608351.00,29.600,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.33%,  0.00%,  0.33%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 66.34%, 29.54%,  2.81%,  0.66%, 25706.92, 1800.22, 6266.66, 25741.12 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.23, 0.00%, 99.50%,0.00%, 0.00%, 0.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 89.47%,0.00%, 0.00%, 10.53%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 34.0, 0.0, 32.0, 0.0, 358.0, 3.996, 7
11, P-SLICE,   15, 32.71,       3544, 0,-1596141.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.73%,  0.29%,  1.32%,  2.20%,  0.00%,  0.00%,  0.00%,  0.00%, 56.98%, 31.57%,  3.82%,  3.08%, 25375.42, 1840.99, 6060.09, 26537.92 , 19, 253, 117.83, 76, 150, 130.99, 90, 179, 129.26, 0.00%, 98.73%,0.00%, 0.25%, 1.02%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.08%,0.00%, 0.00%, 0.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 74.29%,0.00%, 17.14%, 8.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.33%,0.00%, 27.78%, 13.89%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 30.0, 0.0, 31.0, 0.0, 325.0, 4.629, 38
12, B-SLICE,   13, 34.28,       1752, 0,-1606663.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.81%,  0.64%,  0.81%,  0.32%,  0.00%,  0.97%,  0.00%,  0.00%, 64.09%, 27.54%,  3.22%,  1.61%, 25791.31, 1816.52, 6245.14, 25894.45 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 98.76%,0.00%, 0.00%, 1.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.79%,0.00%, 1.66%, 0.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 8.00%, 12.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 83.33%,0.00%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.0, 0.0, 28.0, 3.0, 35.0, 0.0, 345.0, 5.787, 36
13, b-SLICE,   11, 34.98,       1048, 0,5.27,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.33%,  0.00%,  0.33%,  0.33%,  0.00%,  0.00%,  0.00%,  0.00%, 66.50%, 28.88%,  2.64%,  0.99%, 25719.10, 1803.91, 6272.72, 25719.29 , 19, 253, 117.81, 76, 149, 130.96, 90, 179, 129.24, 0.00%, 99.51%,0.00%, 0.25%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 88.89%,0.00%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 37.0, 4.0, 55.0, 0.0, 370.0, 4.647, 17
14, b-SLICE,   12, 35.00,       1040, 0,-1606663.00,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.17%,  0.00%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%, 66.67%, 28.71%,  2.97%,  1.16%, 25766.16, 1803.80, 6252.06, 25787.00 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.43%,0.00%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 29.0, 0.0, 36.0, 0.0, 370.0, 6.336, 102
15, b-SLICE,   14, 34.95,       1064, 0,-1608080.00,29.600,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.33%,  0.00%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 66.50%, 28.88%,  2.81%,  1.32%, 25788.30, 1805.19, 6284.76, 25799.64 , 19, 253, 117.80, 76, 149, 130.96, 90, 179, 129.24, 0.00%, 99.51%,0.00%, 0.25%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.44%,0.00%, 0.00%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 27.0, 0.0, 40.0, 0.0, 365.0, 2.669, 3
16, P-SLICE,   20, 32.24,       3856, 0,-1606218.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.30%, 0.00%,  1.36%,  0.30%,  1.06%,  2.87%,  0.00%,  0.00%,  0.00%,  0.00%, 58.97%, 28.36%,  3.32%,  3.47%, 25823.12, 1818.95, 6195.96, 27085.26 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 97.74%,0.00%, 0.00%, 2.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.95%,0.00%, 0.53%, 0.53%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.86%,0.00%, 13.79%, 10.34%, 0.00%, 0.00%, 0.00%, 0.00%, 4.55%, 52.27%,0.00%, 27.27%, 15.91%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 0.0, 26.0, 0.0, 44.0, 0.0, 321.0, 4.247, 44
17, B-SLICE,   18, 34.76,       1512, 0,-1604739.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.50%,  0.50%,  0.00%,  0.34%,  0.00%,  0.00%,  0.00%,  0.00%, 68.01%, 25.96%,  3.69%,  1.01%, 25660.70, 1804.43, 6203.23, 25781.96 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 99.27%,0.00%, 0.24%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.10%,0.00%, 1.27%, 0.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 12.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 24.0, 15.0, 32.0, 3.0, 346.0, 2.449, 1
18, b-SLICE,   16, 35.00,       1224, 0,5.25,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 69.20%, 26.73%,  3.21%,  0.68%, 25432.97, 1804.40, 6150.89, 25537.02 , 19, 253, 117.83, 76, 150, 130.97, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.37%,0.00%, 0.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 5.0, 33.0, 11.0, 52.0, 3.0, 387.0, 3.151, 5
19, b-SLICE,   17, 34.69,       1912, 0,-1602025.00,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.50%,  1.00%,  0.83%,  0.33%,  0.00%,  0.00%,  0.00%,  0.00%, 67.67%, 25.17%,  3.50%,  1.00%, 25566.87, 1805.55, 6184.78, 25709.39 , 19, 253, 117.83, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 99.27%,0.00%, 0.24%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.18%,0.00%, 1.27%, 2.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.77%,0.00%, 7.69%, 11.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 39.0, 9.0, 36.0, 0.0, 384.0, 2.944, 8
20, b-SLICE,   19, 35.00,        920, 0,-1604739.00,29.600,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.34%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 70.27%, 26.12%,  2.58%,  0.69%, 25641.94, 1805.04, 6205.96, 25641.94 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 99.51%,0.00%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 39.0, 0.0, 31.0, 0.0, 377.0, 5.049, 23
21, P-SLICE,   25, 32.93,       3040, 0,-1607202.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.30%,  0.00%,  0.45%, 0.00%,  0.60%,  0.15%,  0.90%,  4.63%,  0.00%,  0.00%,  0.00%,  0.00%, 59.64%, 26.31%,  3.44%,  3.59%, 25833.62, 1797.77, 6244.79, 26801.14 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.23, 0.00%, 99.00%,0.00%, 0.00%, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.44%,0.00%, 0.00%, 0.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 79.31%,0.00%, 6.90%, 13.79%, 0.00%, 0.00%, 0.00%, 0.00%, 8.33%, 40.00%,0.00%, 30.00%, 21.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 38.0, 0.0, 28.0, 0.0, 316.0, 5.191, 58
22, B-SLICE,   23, 34.90,       1400, 0,-1608453.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.51%,  0.34%,  0.51%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%, 68.52%, 25.59%,  3.20%,  1.18%, 25843.28, 1792.85, 6250.36, 25906.37 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 99.02%,0.00%, 0.25%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.70%,0.00%, 1.30%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 86.36%,0.00%, 9.09%, 4.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 26.0, 0.0, 34.0, 0.0, 351.0, 5.967, 44
23, b-SLICE,   21, 34.87,       1248, 0,5.25,29.600,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.51%,  0.00%,  0.84%,  0.00%,  0.00%,  0.00%,  0.00%, 69.02%, 25.59%,  2.86%,  1.18%, 25750.70, 1797.12, 6252.11, 25798.58 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.06%,0.00%, 0.00%, 1.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.33%,0.00%, 16.67%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 26.0, 6.0, 39.0, 0.0, 388.0, 3.733, 24
