Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 36.00,        912, 0,-1608351.00,30.271,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 44.27%, 54.18%,  1.54%,  0.00%, 12368.38, 1020.66, 3537.43, 12368.38 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 33.0, 1.0, 29.0, 0.0, 357.0, 5.149, 4
11, P-SLICE,   15, 31.76,       5960, 0,-1596141.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.11%,  0.00%,  0.11%, 0.00%,  0.11%,  0.54%,  0.76%,  2.81%,  0.00%,  0.97%,  0.22%,  0.43%, 34.63%, 52.60%,  4.55%,  2.16%, 12110.71, 1038.72, 3358.64, 15047.86 , 19, 253, 117.83, 76, 150, 130.99, 90, 179, 129.26, 0.00%, 99.69%,0.00%, 0.00%, 0.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.00%,0.00%, 0.40%, 0.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 86.27%,0.00%, 11.76%, 1.96%, 0.00%, 0.00%, 0.00%, 0.00%, 3.85%, 46.15%,0.00%, 42.31%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 30.0, 0.0, 29.0, 0.0, 328.0, 5.678, 14
12, B-SLICE,   13, 35.00,       1152, 0,-1606663.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.26%,  0.26%,  0.00%,  0.00%,  0.00%,  0.00%, 46.06%, 51.57%,  1.05%,  0.79%, 12450.82, 1020.41, 3544.77, 12490.64 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 10.00%, 10.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 12.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.0, 0.0, 26.0, 0.0, 44.0, 0.0, 347.0, 6.700, 53
13, b-SLICE,   11, 36.00,        712, 0,5.27,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 83.14%, 16.09%,  0.78%,  0.00%, 12434.17, 1019.03, 3549.35, 12434.17 , 19, 253, 117.81, 76, 149, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 30.0, 13.0, 39.0, 2.0, 369.0, 1.711, 0
14, b-SLICE,   12, 36.00,        696, 0,-1606663.00,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 83.63%, 15.40%,  0.78%,  0.00%, 12472.88, 1020.41, 3545.40, 12472.88 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 28.0, 5.0, 53.0, 0.0, 371.0, 3.778, 40
15, b-SLICE,   14, 36.00,        904, 0,-1608080.00,30.271,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 47.26%, 51.54%,  1.07%,  0.00%, 12444.34, 1020.17, 3548.33, 12444.34 , 19, 253, 117.80, 76, 149, 130.96, 90, 179, 129.24, 0.00%, 100.28%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.74%,0.00%, 0.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 0.0, 35.0, 0.0, 368.0, 3.840, 19
16, P-SLICE,   20, 32.02,       5992, 0,-1606218.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.36%, 0.00%,  0.36%,  0.24%,  0.36%,  3.44%,  0.00%,  0.00%,  0.00%,  0.00%, 40.57%, 48.04%,  4.27%,  2.37%, 12331.82, 1019.91, 3502.19, 14677.76 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 99.13%,0.00%, 0.00%, 0.87%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.51%,0.00%, 0.00%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.31%,0.00%, 5.13%, 2.56%, 0.00%, 0.00%, 0.00%, 0.00%, 5.77%, 38.46%,0.00%, 32.69%, 23.08%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 26.0, 0.0, 30.0, 0.0, 322.0, 4.820, 40
17, B-SLICE,   18, 35.00,       1072, 0,-1604739.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.14%,  0.00%,  0.56%,  0.00%,  0.00%,  0.00%,  0.00%, 51.19%, 45.75%,  1.26%,  1.12%, 12459.53, 1020.42, 3497.00, 12484.42 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.70%,0.00%, 0.30%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 16.67%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 4.0, 33.0, 0.0, 347.0, 4.484, 16
18, b-SLICE,   16, 36.00,        792, 0,5.25,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.19%,  0.19%,  0.00%,  0.00%,  0.00%,  0.00%, 81.90%, 14.67%,  1.71%,  1.33%, 12416.03, 1023.53, 3442.65, 12433.53 , 19, 253, 117.83, 76, 150, 130.97, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 90.00%,0.00%, 0.00%, 10.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 39.0, 8.0, 51.0, 0.0, 383.0, 2.842, 12
19, b-SLICE,   17, 36.00,        912, 0,-1602025.00,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.38%,  0.57%,  0.00%,  0.00%,  0.00%,  0.00%, 81.25%, 15.34%,  1.52%,  0.95%, 12515.27, 1021.88, 3483.08, 12602.41 , 19, 253, 117.83, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 0.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 12.50%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 38.0, 0.0, 34.0, 0.0, 384.0, 4.442, 5
20, b-SLICE,   19, 36.00,        928, 0,-1604739.00,30.271,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 52.79%, 46.07%,  1.14%,  0.00%, 12487.66, 1020.28, 3498.56, 12487.66 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 38.0, 0.0, 33.0, 0.0, 376.0, 5.136, 24
21, P-SLICE,   25, 32.24,       5080, 0,-1607202.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.47%, 0.00%,  0.00%,  0.47%,  0.82%,  3.73%,  0.00%,  0.35%,  0.00%,  0.00%, 40.56%, 44.87%,  4.55%,  4.20%, 12411.07, 1022.16, 3527.84, 13505.21 , 19, 253, 117.81, 76, 150, 130.96, 90, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.98%,0.00%, 0.51%, 0.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 84.78%,0.00%, 13.04%, 2.17%, 0.00%, 0.00%, 0.00%, 0.00%, 5.56%, 50.00%,0.00%, 27.78%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 13.0, 0.0, 26.0, 0.0, 40.0, 0.0, 226.0, 5.087, 65
22, B-SLICE,   23, 34.74,       1160, 0,-1608453.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.13%,  0.13%,  0.40%,  0.00%,  0.00%,  0.00%,  0.00%, 48.45%, 47.91%,  1.62%,  1.21%, 12540.02, 1022.80, 3538.32, 12548.91 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 99.72%,0.00%, 0.00%, 0.28%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.72%,0.00%, 0.28%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.31%,0.00%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 0.0, 33.0, 9.0, 50.0, 0.0, 350.0, 2.744, 44
23, b-SLICE,   21, 36.00,        712, 0,5.25,30.271,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 83.33%, 15.12%,  1.55%,  0.00%, 12563.16, 1021.09, 3538.07, 12563.16 , 19, 253, 117.82, 76, 150, 130.96, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 35.0, 23.0, 29.0, 10.0, 386.0, 2.049, 4
