Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 36.00,       1192, 0,-1631333.00,30.271,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.15%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 54.53%, 44.74%,  0.58%,  0.00%, 13893.88, 1116.72, 4146.88, 13893.88 , 19, 253, 118.65, 75, 149, 131.00, 90, 180, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.67%,0.00%, 0.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 43.0, 19.0, 41.0, 3.0, 389.0, 2.180, 5
11, P-SLICE,   15, 26.29,      19664, 0,-1622139.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.08%,  0.16%,  0.72%, 0.00%,  0.00%,  0.08%, 0.80%,  0.40%,  1.61%, 0.00%,  9.00%,  9.00%,  4.90%,  5.62%,  0.00%,  1.85%,  0.64%,  1.53%, 15.34%, 30.12%, 11.41%,  6.75%, 13669.74, 1070.26, 4037.50, 15194.14 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 63.04%,0.00%, 5.28%, 31.68%, 0.00%, 0.00%, 0.00%, 0.00%, 2.30%, 76.25%,0.00%, 4.02%, 17.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.47%, 70.75%,0.00%, 7.08%, 21.70%, 0.00%, 0.00%, 0.00%, 0.00%, 16.83%, 49.52%,0.00%, 20.67%, 12.98%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 11.0, 21.0, 1.0, 56.0, 0.0, 360.0, 5.776, 85
12, B-SLICE,   13, 34.48,       2136, 0,-1621673.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.16%,  0.16%,  1.40%,  3.88%,  0.00%,  0.47%,  1.09%,  1.09%, 63.10%, 23.72%,  2.48%,  2.48%, 13928.34, 1063.78, 4126.95, 14192.53 , 18, 253, 117.66, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.75%,0.00%, 0.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.36%,0.00%, 0.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 71.88%,0.00%, 28.12%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.92%,0.00%, 35.42%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 5.0, 21.0, 10.0, 32.0, 0.0, 382.0, 2.622, 3
13, b-SLICE,   11, 35.74,       1272, 0,5.31,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.60%,  0.80%,  0.60%,  0.40%,  0.00%,  0.00%,  0.00%,  0.00%, 87.35%,  8.23%,  1.61%,  0.40%, 14376.04, 1102.90, 4179.52, 14418.86 , 19, 253, 118.65, 75, 149, 131.00, 90, 180, 129.23, 0.00%, 99.32%,0.00%, 0.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.11%,0.00%, 6.67%, 2.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 72.73%,0.00%, 27.27%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 30.0, 10.0, 63.0, 1.0, 412.0, 2.918, 2
14, b-SLICE,   12, 35.76,       1152, 0,-1620431.00,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.39%,  0.59%,  0.39%,  0.39%,  0.00%,  0.20%,  1.18%,  0.39%, 85.80%,  8.48%,  2.17%,  0.00%, 14130.37, 1066.06, 4149.50, 14173.18 , 19, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.54%,0.00%, 0.23%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.62%,0.00%, 6.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 89.47%,0.00%, 5.26%, 5.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 34.0, 5.0, 33.0, 0.0, 420.0, 4.120, 21
15, b-SLICE,   14, 36.00,        912, 0,-1620555.00,30.271,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.35%,  0.00%,  0.00%,  0.00%,  0.00%, 73.40%, 25.35%,  0.53%,  0.35%, 13973.52, 1062.47, 4161.54, 13975.54 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 43.0, 0.0, 61.0, 0.0, 414.0, 3.764, 11
16, P-SLICE,   20, 29.86,       8480, 0,-1622491.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.40%,  0.00%,  0.53%, 0.26%,  0.53%,  2.25%, 0.00%,  1.46%,  0.79%,  1.85%,  7.80%,  0.00%,  0.00%,  0.00%,  0.00%, 52.25%, 19.44%,  4.76%,  7.67%, 13616.97, 1081.35, 4122.80, 14925.14 , 19, 253, 117.64, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 97.29%,0.00%, 0.00%, 2.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.08%,0.00%, 0.00%, 3.92%, 0.00%, 0.00%, 0.00%, 0.00%, 12.28%, 63.16%,0.00%, 14.04%, 10.53%, 0.00%, 0.00%, 0.00%, 0.00%, 16.43%, 41.43%,0.00%, 27.86%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 40.0, 0.0, 45.0, 0.0, 358.0, 3.527, 22
17, B-SLICE,   18, 34.35,       1984, 0,-1623001.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.69%,  0.52%,  1.21%,  2.59%,  0.00%,  0.00%,  0.00%,  0.00%, 73.23%, 13.13%,  2.94%,  5.70%, 13961.76, 1068.59, 4167.90, 14197.94 , 19, 253, 117.65, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 99.07%,0.00%, 0.47%, 0.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.20%,0.00%, 2.53%, 1.27%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.83%,0.00%, 25.00%, 4.17%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.75%,0.00%, 12.50%, 18.75%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 31.0, 13.0, 34.0, 2.0, 383.0, 2.564, 19
18, b-SLICE,   16, 36.00,        688, 0,59.25,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 90.68%,  9.11%,  0.00%,  0.00%, 13509.51, 1064.80, 4142.42, 13509.51 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 41.0, 8.0, 56.0, 0.0, 421.0, 2.753, 24
19, b-SLICE,   17, 35.67,       1120, 0,-1621865.00,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.20%,  0.20%,  0.80%,  0.60%,  0.00%,  0.00%,  0.00%,  0.00%, 87.95%,  8.03%,  1.20%,  1.00%, 14057.50, 1064.84, 4179.92, 14138.36 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.77%,0.00%, 0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.56%,0.00%, 2.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.00%,0.00%, 20.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 25.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 37.0, 0.0, 36.0, 0.0, 420.0, 3.569, 6
20, b-SLICE,   19, 35.88,        824, 0,-1621314.00,30.271,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.19%,  0.19%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 83.04%, 14.07%,  0.96%,  1.54%, 14035.38, 1071.91, 4186.92, 14055.90 , 19, 253, 117.64, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.65%,0.00%, 1.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 83.33%,0.00%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 37.0, 0.0, 34.0, 2.0, 413.0, 4.307, 16
21, P-SLICE,   25, 30.04,       9336, 0,-1625430.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.13%,  0.00%,  0.00%, 0.00%,  0.00%,  0.25%, 1.01%,  0.63%,  3.91%, 0.00%,  2.78%,  2.02%,  2.27%,  8.46%,  0.00%,  0.25%,  0.00%,  1.64%, 48.48%, 16.54%,  5.05%,  6.57%, 13683.16, 1082.05, 4137.19, 14759.51 , 19, 253, 117.64, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 94.58%,0.00%, 0.00%, 5.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.67%, 88.67%,0.00%, 1.33%, 9.33%, 0.00%, 0.00%, 0.00%, 0.00%, 3.33%, 66.67%,0.00%, 15.00%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%, 25.00%, 36.93%,0.00%, 23.30%, 14.77%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 37.0, 0.0, 45.0, 0.0, 257.0, 3.427, 39
22, B-SLICE,   23, 34.43,       1832, 0,-1624636.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.33%,  0.33%,  1.98%,  2.64%,  0.00%,  0.00%,  0.00%,  0.00%, 69.14%, 17.00%,  3.30%,  5.28%, 14099.20, 1082.09, 4164.25, 14346.60 , 19, 253, 117.64, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.52%,0.00%, 0.00%, 0.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.10%,0.00%, 0.00%, 1.90%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 25.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 20.83%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 5.0, 34.0, 0.0, 390.0, 3.869, 8
23, b-SLICE,   21, 35.74,       1272, 0,5.19,30.271,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.57%,  0.77%,  0.96%,  0.00%,  0.38%,  0.57%,  0.38%, 83.33%,  8.62%,  2.49%,  1.72%, 14070.59, 1080.25, 4177.84, 14138.45 , 19, 253, 117.63, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.00%,0.00%, 4.00%, 2.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.00%,0.00%, 15.00%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.75%,0.00%, 25.00%, 6.25%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 45.0, 7.0, 63.0, 0.0, 432.0, 3.647, 28
