Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, 4x4, Inter 32x32, Inter 16x16, Skip 32x32, Skip 16x16, Merge 32x32, Merge 16x16, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
30, B-SLICE,   30, 32.89,      55216, 0,-3974638.00,30.271,14, 28 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.39%,  7.86%,  0.00%,  0.62%, 73.15%,  6.97%, 13421.98, 880.16, 1018.03, 18976.55 , 0, 244, 92.06, 95, 166, 137.77, 95, 199, 119.33, 0.00%, 86.56%,0.00%, 6.88%, 6.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.15%,0.00%, 27.75%, 23.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 246.0, 12.0, 58.0, 2.0, 1107.0, 5.814, 265
31, b-SLICE,   29, 33.81,      29848, 0,4.05,29.741,16, 28 ,30 32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.82%,  4.18%,  0.00%,  0.97%, 85.11%,  2.92%, 13075.38, 851.22, 1028.32, 15312.94 , 0, 245, 91.38, 96, 167, 137.55, 95, 198, 119.39, 0.00%, 92.56%,0.00%, 2.89%, 4.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.28%,0.00%, 24.14%, 27.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 245.0, 12.0, 48.0, 5.0, 1121.0, 5.442, 115
32, b-SLICE,   31, 33.66,      31352, 0,-3941276.00,29.741,15, 30 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.29%,  4.59%,  0.00%,  0.58%, 82.58%,  4.96%, 13098.47, 872.34, 997.67, 15647.75 , 0, 247, 92.30, 95, 166, 137.80, 95, 199, 119.34, 0.00%, 91.89%,0.00%, 2.98%, 5.16%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 54.73%,0.00%, 15.88%, 29.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 247.0, 6.0, 46.0, 1.0, 1114.0, 5.920, 159
33, P-SLICE,   36, 32.89,     209024, 0,-4011753.00,28.000,11, 32 , -, 7.40%, 10.99%, 12.25%, 2.21%,  1.64%,  4.26%, 0.00%, 11.12%, 29.10%,  0.00%,  0.77%, 17.36%,  2.90%, 14699.51, 889.68, 1062.72, 35215.11 , 0, 244, 93.97, 95, 167, 138.15, 89, 200, 118.98, 51.78%, 29.39%,0.00%, 5.39%, 13.43%, 0.00%, 0.00%, 0.00%, 0.00%, 19.86%, 8.99%,0.00%, 20.43%, 50.79%, 0.00%, 0.00%, 0.00%, 0.00%, 228.0, 0.0, 19.0, 0.0, 141.0, 0.0, 427.0, 9.267, 552
34, B-SLICE,   34, 32.96,      61368, 0,-3991315.00,30.271,14, 32 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.91%, 10.21%,  0.00%,  1.79%, 66.86%,  8.23%, 13222.88, 880.79, 1003.47, 18690.89 , 0, 246, 93.49, 95, 167, 138.11, 94, 199, 119.03, 0.00%, 83.86%,0.00%, 7.79%, 8.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.53%,0.00%, 25.16%, 25.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 133.0, 13.0, 71.0, 3.0, 1001.0, 5.859, 234
35, b-SLICE,   33, 33.35,      32432, 0,3.66,29.741,16, 32 ,34 36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.32%,  4.68%,  0.00%,  0.83%, 82.18%,  3.99%, 12869.64, 901.69, 1010.92, 15478.26 , 0, 246, 92.92, 95, 166, 137.94, 94, 199, 119.07, 0.00%, 90.85%,0.00%, 3.35%, 5.87%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.72%,0.00%, 19.57%, 29.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 131.0, 14.0, 38.0, 5.0, 1014.0, 4.196, 74
36, b-SLICE,   35, 34.09,      33672, 0,-3965949.00,29.741,15, 34 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.44%,  5.51%,  0.00%,  1.05%, 80.93%,  5.07%, 12753.76, 865.92, 983.83, 15331.57 , 0, 248, 93.87, 93, 167, 138.19, 93, 200, 119.05, 0.00%, 91.63%,0.00%, 2.92%, 5.53%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.62%,0.00%, 24.42%, 22.97%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 133.0, 9.0, 47.0, 1.0, 1009.0, 5.344, 100
37, P-SLICE,   40, 32.99,     214600, 0,-4099834.00,28.000,11, 36 , -, 5.90%, 11.23%, 13.48%, 1.20%,  0.89%,  2.69%, 0.00%, 11.99%, 30.77%,  0.00%,  0.76%, 18.10%,  2.98%, 15293.92, 935.66, 1090.16, 36782.82 , 0, 249, 95.57, 91, 168, 138.43, 89, 204, 118.72, 50.47%, 29.87%,0.00%, 6.98%, 12.80%, 0.00%, 0.00%, 0.00%, 0.00%, 12.21%, 9.54%,0.00%, 24.35%, 54.17%, 0.00%, 0.00%, 0.00%, 0.00%, 114.0, 0.0, 19.0, 0.0, 120.0, 0.0, 415.0, 10.069, 482
38, B-SLICE,   38, 32.91,      61344, 0,-4043019.00,30.271,14, 36 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.42%,  8.35%,  0.00%,  1.35%, 68.85%,  8.03%, 13469.64, 878.80, 1015.12, 19140.92 , 0, 245, 95.15, 91, 168, 138.46, 90, 202, 118.80, 0.00%, 83.64%,0.00%, 7.73%, 8.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.90%,0.00%, 24.64%, 22.46%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 243.0, 9.0, 70.0, 2.0, 784.0, 6.563, 381
39, b-SLICE,   37, 33.43,      34856, 0,3.53,29.741,16, 36 ,38 40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.60%,  5.26%,  0.00%,  0.55%, 81.91%,  3.68%, 12844.99, 854.04, 1021.73, 15580.78 , 0, 245, 94.55, 94, 167, 138.26, 90, 201, 118.89, 0.00%, 90.54%,0.00%, 3.55%, 5.99%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.57%,0.00%, 25.72%, 29.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 242.0, 9.0, 51.0, 3.0, 798.0, 4.791, 63
40, b-SLICE,   39, 33.78,      36816, 0,-4021248.00,29.741,15, 38 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.98%,  6.85%,  0.00%,  0.99%, 78.74%,  6.45%, 13180.61, 880.79, 1009.94, 15831.00 , 0, 251, 95.47, 92, 168, 138.49, 89, 203, 118.81, 0.00%, 91.93%,0.00%, 2.91%, 5.27%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.08%,0.00%, 24.07%, 23.84%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 243.0, 3.0, 45.0, 0.0, 791.0, 5.541, 84
41, P-SLICE,   44, 32.77,     200912, 0,-4167749.00,28.000,11, 40 , -, 4.93%,  8.15%, 10.51%, 1.22%,  1.25%,  2.75%, 0.00%, 11.23%, 29.29%,  0.00%,  1.17%, 25.24%,  4.28%, 15767.41, 950.97, 1083.96, 34479.60 , 0, 250, 96.97, 86, 169, 138.58, 91, 204, 118.56, 39.40%, 42.09%,0.00%, 6.63%, 12.14%, 0.00%, 0.00%, 0.00%, 0.00%, 13.07%, 13.65%,0.00%, 22.56%, 50.85%, 0.00%, 0.00%, 0.00%, 0.00%, 224.0, 0.0, 18.0, 0.0, 114.0, 0.0, 411.0, 9.078, 751
42, B-SLICE,   42, 33.01,      61976, 0,-4102306.00,30.271,14, 40 ,44 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.22%,  9.91%,  0.00%,  1.90%, 68.41%,  7.57%, 13875.54, 915.19, 1034.23, 19163.20 , 0, 253, 96.53, 90, 169, 138.61, 92, 204, 118.62, 0.00%, 84.94%,0.00%, 8.47%, 6.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.86%,0.00%, 28.43%, 22.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 470.0, 8.0, 56.0, 0.0, 1108.0, 6.069, 224
43, b-SLICE,   41, 33.87,      35096, 0,3.67,29.741,16, 40 ,42 44 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.36%,  5.90%,  0.00%,  0.98%, 81.38%,  4.37%, 13527.56, 907.06, 1058.72, 16270.50 , 0, 244, 96.05, 92, 168, 138.52, 92, 204, 118.67, 0.00%, 91.71%,0.00%, 3.18%, 5.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.59%,0.00%, 21.99%, 30.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 468.0, 5.0, 46.0, 0.0, 1120.0, 6.661, 153
44, b-SLICE,   43, 33.95,      34600, 0,-4095399.00,29.741,15, 42 ,44 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.03%,  4.21%,  0.00%,  0.48%, 81.71%,  5.57%, 13591.09, 906.94, 1027.14, 16099.42 , 2, 255, 96.86, 92, 169, 138.64, 92, 204, 118.62, 0.00%, 91.17%,0.00%, 3.15%, 5.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 59.00%,0.00%, 16.67%, 24.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 469.0, 0.0, 50.0, 0.0, 1114.0, 6.941, 495
45, P-SLICE,   48, 32.62,     199248, 0,-4203431.00,28.000,11, 44 , -, 3.16%,  5.93%,  7.98%, 1.39%,  1.33%,  2.44%, 0.00%, 10.39%, 29.18%,  0.00%,  1.49%, 31.59%,  5.13%, 15927.21, 1011.67, 1072.01, 34527.25 , 0, 255, 97.66, 83, 169, 138.74, 93, 204, 118.39, 28.99%, 53.49%,0.00%, 6.23%, 11.42%, 0.00%, 0.00%, 0.00%, 0.00%, 12.60%, 16.18%,0.00%, 23.07%, 48.21%, 0.00%, 0.00%, 0.00%, 0.00%, 452.0, 0.0, 17.0, 0.0, 98.0, 0.0, 747.0, 9.049, 452
46, B-SLICE,   46, 33.04,      65824, 0,-4173584.00,30.271,14, 44 ,48 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.23%, 10.75%,  0.00%,  1.38%, 67.64%,  7.99%, 14588.02, 980.45, 1035.60, 20570.27 , 0, 252, 97.61, 87, 169, 138.75, 92, 205, 118.44, 0.00%, 84.83%,0.00%, 8.57%, 6.80%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.56%,0.00%, 29.06%, 24.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 483.0, 9.0, 72.0, 0.0, 1343.0, 5.704, 199
47, b-SLICE,   45, 34.02,      36128, 0,3.49,29.741,16, 44 ,46 48 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.22%,  5.50%,  0.00%,  1.04%, 78.17%,  6.07%, 14023.59, 964.17, 1040.68, 16523.19 , 0, 252, 97.46, 89, 169, 138.73, 91, 205, 118.46, 0.00%, 89.52%,0.00%, 4.82%, 5.78%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.38%,0.00%, 22.61%, 21.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 483.0, 11.0, 48.0, 0.0, 1359.0, 5.279, 192
48, b-SLICE,   47, 33.92,      37888, 0,-4148409.00,29.741,15, 46 ,48 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.51%,  6.97%,  0.00%,  1.19%, 76.08%,  6.24%, 14181.76, 951.58, 1017.36, 16923.55 , 0, 255, 97.73, 84, 169, 138.78, 93, 203, 118.44, 0.00%, 89.06%,0.00%, 3.53%, 7.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.84%,0.00%, 22.81%, 25.81%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 484.0, 5.0, 41.0, 0.0, 1351.0, 6.446, 439
49, P-SLICE,   52, 32.55,     196000, 0,-4220676.00,28.000,11, 48 , -, 3.09%,  4.67%,  6.67%, 1.25%,  1.25%,  2.73%, 0.00%,  8.97%, 28.38%,  0.00%,  1.46%, 35.22%,  6.31%, 16000.30, 1082.95, 1061.36, 34085.23 , 0, 252, 97.96, 84, 170, 138.87, 92, 205, 118.18, 24.69%, 60.05%,0.00%, 5.59%, 9.75%, 0.00%, 0.00%, 0.00%, 0.00%, 12.66%, 18.78%,0.00%, 23.66%, 44.84%, 0.00%, 0.00%, 0.00%, 0.00%, 465.0, 0.0, 19.0, 0.0, 108.0, 0.0, 989.0, 9.109, 534
50, B-SLICE,   50, 33.29,      68464, 0,-4242114.00,30.271,14, 48 ,52 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.84%, 10.77%,  0.00%,  1.40%, 68.55%,  6.44%, 15204.96, 1062.66, 1088.82, 21576.96 , 0, 254, 97.90, 84, 169, 138.87, 92, 202, 118.22, 0.00%, 84.28%,0.00%, 7.27%, 8.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.12%,0.00%, 30.82%, 27.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 243.0, 7.0, 54.0, 0.0, 1454.0, 5.970, 282
51, b-SLICE,   49, 33.63,      35336, 0,3.90,29.741,16, 48 ,50 52 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.67%,  6.77%,  0.00%,  1.24%, 79.60%,  4.72%, 14403.63, 966.50, 1043.34, 17503.74 , 1, 255, 97.79, 86, 169, 138.81, 93, 202, 118.42, 0.00%, 91.27%,0.00%, 3.12%, 5.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.84%,0.00%, 25.00%, 28.16%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 241.0, 7.0, 51.0, 1.0, 1469.0, 4.986, 143
52, b-SLICE,   51, 34.18,      36936, 0,-4200054.00,29.741,15, 50 ,52 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.67%,  7.05%,  0.00%,  1.13%, 77.16%,  5.99%, 14793.24, 1048.73, 1054.44, 17303.76 , 0, 254, 97.97, 85, 170, 138.90, 92, 205, 118.23, 0.00%, 89.94%,0.00%, 3.91%, 6.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.23%,0.00%, 27.80%, 21.96%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 243.0, 1.0, 43.0, 0.0, 1461.0, 6.073, 351
53, P-SLICE,   56, 32.37,     192536, 0,-4334858.00,28.000,11, 52 , -, 2.92%,  4.82%,  5.82%, 1.03%,  0.73%,  2.84%, 0.00%,  7.28%, 23.12%,  0.00%,  1.25%, 43.30%,  6.88%, 16720.90, 1069.52, 1110.79, 38924.11 , 0, 254, 98.25, 84, 170, 138.84, 90, 204, 118.17, 21.23%, 67.46%,0.00%, 4.19%, 7.20%, 0.00%, 0.00%, 0.00%, 0.00%, 12.87%, 22.71%,0.00%, 22.10%, 42.47%, 0.00%, 0.00%, 0.00%, 0.00%, 224.0, 0.0, 19.0, 0.0, 107.0, 0.0, 762.0, 8.164, 555
54, B-SLICE,   54, 33.32,      76272, 0,-4257391.00,30.271,14, 52 ,56 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.43%, 12.59%,  0.00%,  1.56%, 65.39%,  7.04%, 15228.33, 1050.35, 1069.86, 23176.07 , 0, 251, 98.04, 83, 170, 138.87, 92, 201, 118.17, 0.00%, 82.94%,0.00%, 8.47%, 8.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.59%,0.00%, 35.44%, 23.97%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 134.0, 14.0, 78.0, 0.0, 1343.0, 4.997, 144
55, b-SLICE,   53, 34.03,      37344, 0,3.89,29.741,16, 52 ,54 56 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.13%,  7.07%,  0.00%,  1.07%, 77.53%,  5.20%, 14415.75, 1019.69, 1042.13, 17113.09 , 0, 254, 98.08, 85, 170, 138.90, 89, 203, 118.20, 0.00%, 89.48%,0.00%, 3.39%, 7.17%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.00%,0.00%, 26.00%, 27.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 131.0, 12.0, 44.0, 1.0, 1358.0, 3.901, 62
56, b-SLICE,   55, 34.03,      49504, 0,-4272245.00,29.741,15, 54 ,56 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.38%,  8.34%,  0.00%,  1.30%, 74.58%,  6.39%, 15268.40, 1034.29, 1059.01, 19999.02 , 0, 255, 98.16, 84, 170, 138.88, 89, 203, 118.19, 0.00%, 88.85%,0.00%, 5.98%, 5.21%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.97%,0.00%, 31.71%, 20.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 133.0, 6.0, 44.0, 1.0, 1352.0, 5.662, 96
57, P-SLICE,   60, 32.47,     194344, 0,-4356809.00,28.000,11, 56 , -, 2.35%,  4.83%,  5.72%, 1.40%,  0.76%,  3.35%, 0.00%,  7.81%, 24.63%,  0.00%,  1.32%, 40.90%,  6.94%, 16601.84, 1043.18, 1081.37, 38133.16 , 0, 252, 98.60, 83, 170, 138.85, 92, 205, 118.21, 21.01%, 66.49%,0.00%, 4.77%, 7.95%, 0.00%, 0.00%, 0.00%, 0.00%, 14.36%, 21.51%,0.00%, 20.27%, 43.92%, 0.00%, 0.00%, 0.00%, 0.00%, 114.0, 0.0, 18.0, 1.0, 108.0, 0.0, 412.0, 8.259, 401
58, B-SLICE,   58, 33.23,      67912, 0,-4321160.00,30.271,14, 56 ,60 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.83%, 10.37%,  0.00%,  1.79%, 69.67%,  6.35%, 15369.68, 1015.38, 1054.12, 22609.72 , 0, 255, 98.52, 84, 170, 138.89, 90, 202, 118.24, 0.00%, 85.50%,0.00%, 7.84%, 6.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.97%,0.00%, 32.07%, 23.97%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 144.0, 10.0, 73.0, 0.0, 1017.0, 5.073, 191
59, b-SLICE,   57, 33.81,      40336, 0,3.73,29.741,16, 56 ,58 60 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.31%,  7.12%,  0.00%,  1.30%, 77.11%,  5.16%, 15055.88, 994.12, 1064.97, 18418.00 , 0, 255, 98.42, 84, 170, 138.89, 89, 204, 118.23, 0.00%, 89.20%,0.00%, 3.66%, 7.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.55%,0.00%, 30.88%, 21.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 3.0, 138.0, 11.0, 49.0, 2.0, 1031.0, 4.665, 117
60, b-SLICE,   59, 34.15,      39224, 0,-4293577.00,29.741,15, 58 ,60 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.20%,  7.10%,  0.00%,  0.66%, 78.87%,  6.17%, 14636.18, 1006.73, 1032.47, 18268.78 , 0, 255, 98.63, 83, 170, 138.90, 92, 204, 118.26, 0.00%, 91.69%,0.00%, 3.29%, 5.06%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.05%,0.00%, 25.00%, 25.95%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 143.0, 8.0, 43.0, 0.0, 1024.0, 4.974, 158
61, P-SLICE,   64, 32.49,     193056, 0,-4327694.00,28.000,11, 60 , -, 2.24%,  4.59%,  7.09%, 1.25%,  0.99%,  2.37%, 0.00%,  8.37%, 23.65%,  0.00%,  1.76%, 40.37%,  7.31%, 16593.26, 1045.62, 1064.43, 38793.41 , 0, 253, 98.86, 81, 171, 138.87, 91, 205, 118.23, 22.29%, 64.47%,0.00%, 5.68%, 7.73%, 0.00%, 0.00%, 0.00%, 0.00%, 12.37%, 24.30%,0.00%, 21.16%, 42.24%, 0.00%, 0.00%, 0.00%, 0.00%, 125.0, 0.0, 18.0, 0.0, 111.0, 0.0, 311.0, 8.680, 411
62, B-SLICE,   62, 33.31,      66480, 0,-4318448.00,30.271,14, 60 ,64 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.36%, 10.01%,  0.00%,  1.25%, 71.80%,  6.58%, 15007.04, 1004.79, 1030.56, 23641.44 , 0, 253, 98.91, 84, 171, 138.91, 92, 204, 118.27, 0.00%, 87.46%,0.00%, 6.47%, 6.19%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.88%,0.00%, 29.50%, 26.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 254.0, 10.0, 53.0, 4.0, 787.0, 6.004, 311
63, b-SLICE,   61, 34.22,      36688, 0,3.83,29.741,16, 60 ,62 64 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.23%,  5.19%,  0.00%,  0.89%, 82.26%,  4.44%, 14702.15, 1006.92, 1047.39, 18670.64 , 0, 255, 98.79, 82, 170, 138.90, 91, 204, 118.27, 0.00%, 91.97%,0.00%, 3.14%, 4.97%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.65%,0.00%, 24.35%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 251.0, 9.0, 48.0, 1.0, 800.0, 5.204, 84
64, b-SLICE,   63, 34.16,      37376, 0,-4274920.00,29.741,15, 62 ,64 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.04%,  5.96%,  0.00%,  1.44%, 80.23%,  5.33%, 14541.10, 1001.99, 1010.84, 18115.54 , 0, 255, 98.94, 83, 171, 138.93, 92, 203, 118.29, 0.00%, 91.91%,0.00%, 2.47%, 5.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.16%,0.00%, 24.74%, 22.11%, 0.00%, 0.00%, 0.00%, 0.00%, 1.0, 0.0, 251.0, 3.0, 42.0, 0.0, 794.0, 6.010, 398
65, P-SLICE,   68, 32.28,     193216, 0,-4359784.00,28.000,11, 64 , -, 2.61%,  4.60%,  5.06%, 1.24%,  0.72%,  2.30%, 0.00%,  6.82%, 25.48%,  0.00%,  2.02%, 40.59%,  8.55%, 16723.77, 1040.45, 1063.21, 37651.46 , 0, 255, 98.86, 83, 171, 138.81, 92, 204, 118.20, 20.66%, 67.90%,0.00%, 4.65%, 6.83%, 0.00%, 0.00%, 0.00%, 0.00%, 10.58%, 26.22%,0.00%, 21.67%, 41.54%, 0.00%, 0.00%, 0.00%, 0.00%, 234.0, 0.0, 18.0, 0.0, 98.0, 0.0, 430.0, 8.529, 491
66, B-SLICE,   66, 33.42,      65216, 0,-4312743.00,30.271,14, 64 ,68 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.61%,  9.28%,  0.00%,  1.30%, 72.90%,  5.91%, 15079.79, 1013.65, 1031.37, 22392.86 , 0, 255, 98.92, 84, 171, 138.86, 92, 205, 118.23, 0.00%, 87.24%,0.00%, 6.61%, 6.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.70%,0.00%, 28.15%, 28.15%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 244.0, 10.0, 69.0, 0.0, 785.0, 6.186, 250
67, b-SLICE,   65, 34.03,      36488, 0,3.88,29.741,16, 64 ,66 68 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.33%,  5.62%,  0.00%,  1.08%, 80.28%,  4.67%, 14664.25, 1000.31, 1033.87, 18134.97 , 0, 255, 98.94, 83, 171, 138.89, 92, 204, 118.26, 0.00%, 90.65%,0.00%, 3.95%, 5.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.60%,0.00%, 27.38%, 22.02%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 243.0, 12.0, 51.0, 1.0, 802.0, 4.155, 134
68, b-SLICE,   67, 34.18,      36576, 0,-4287695.00,29.741,15, 66 ,68 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.68%,  4.93%,  0.00%,  0.95%, 79.57%,  5.88%, 14541.71, 997.14, 1010.97, 18139.49 , 0, 255, 98.96, 85, 171, 138.88, 92, 205, 118.25, 0.00%, 90.17%,0.00%, 3.19%, 6.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.05%,0.00%, 18.39%, 23.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 243.0, 5.0, 49.0, 0.0, 793.0, 5.435, 275
69, P-SLICE,   72, 32.48,     193144, 0,-4374672.00,28.000,11, 68 , -, 2.52%,  4.56%,  4.46%, 1.21%,  1.02%,  2.20%, 0.00%,  7.08%, 25.07%,  0.00%,  1.47%, 42.46%,  7.95%, 16838.38, 1015.97, 1055.84, 36704.25 , 0, 254, 98.96, 84, 171, 138.83, 89, 203, 118.21, 18.91%, 69.55%,0.00%, 5.00%, 6.63%, 0.00%, 0.00%, 0.00%, 0.00%, 11.43%, 24.21%,0.00%, 21.64%, 43.00%, 0.00%, 0.00%, 0.00%, 0.00%, 225.0, 0.0, 19.0, 0.0, 115.0, 0.0, 530.0, 7.541, 615
