Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, 4x4, Inter 32x32, Inter 16x16, Skip 32x32, Skip 16x16, Merge 32x32, Merge 16x16, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   10, 33.21,      64912, 0,-4309241.00,30.271,14, 8 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.45%,  9.72%,  0.00%,  0.80%, 71.04%,  6.98%, 14294.72, 766.50, 994.02, 21920.66 , 3, 255, 95.66, 88, 169, 138.73, 93, 193, 118.64, 0.00%, 86.07%,0.00%, 6.93%, 7.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.49%,0.00%, 29.04%, 26.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 138.0, 13.0, 81.0, 0.0, 676.0, 5.444, 286
11, b-SLICE,    9, 33.96,      37240, 0,3.98,29.741,16, 8 ,10 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.92%,  7.20%,  0.00%,  1.35%, 77.09%,  6.44%, 13962.97, 749.39, 1005.58, 17633.13 , 3, 255, 95.62, 87, 169, 138.75, 93, 195, 118.65, 0.00%, 90.76%,0.00%, 2.79%, 6.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.97%,0.00%, 22.37%, 25.66%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 135.0, 13.0, 48.0, 1.0, 689.0, 4.496, 211
12, b-SLICE,   11, 33.91,      35776, 0,-4267395.00,29.741,15, 10 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.65%,  6.92%,  0.00%,  1.06%, 77.71%,  6.66%, 13605.27, 769.16, 931.04, 17236.82 , 1, 253, 95.71, 88, 169, 138.74, 93, 195, 118.65, 0.00%, 91.09%,0.00%, 2.29%, 6.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.70%,0.00%, 22.97%, 24.32%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 136.0, 6.0, 50.0, 1.0, 579.0, 6.136, 259
13, P-SLICE,   16, 32.00,     185728, 0,-4277166.00,28.000,11, 12 , -, 2.38%,  4.61%,  5.21%, 0.57%,  0.88%,  2.26%, 0.00%,  7.59%, 26.44%,  0.00%,  1.27%, 40.18%,  8.61%, 15677.92, 805.09, 987.36, 35247.14 , 2, 250, 95.55, 88, 169, 138.67, 93, 200, 118.62, 20.40%, 67.00%,0.00%, 5.37%, 7.32%, 0.00%, 0.00%, 0.00%, 0.00%, 9.27%, 24.69%,0.00%, 22.81%, 43.23%, 0.00%, 0.00%, 0.00%, 0.00%, 117.0, 0.0, 19.0, 0.0, 108.0, 0.0, 312.0, 9.160, 799
14, B-SLICE,   14, 33.35,      60008, 0,-4269531.00,30.271,14, 12 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.45%,  9.55%,  0.00%,  1.57%, 71.60%,  6.83%, 13878.09, 773.09, 945.83, 21956.40 , 3, 249, 95.67, 88, 169, 138.71, 93, 195, 118.65, 0.00%, 87.28%,0.00%, 6.09%, 6.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.79%,0.00%, 28.04%, 25.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 138.0, 9.0, 64.0, 0.0, 555.0, 6.190, 363
15, b-SLICE,   13, 33.85,      35504, 0,3.98,29.741,16, 12 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.94%,  5.36%,  0.00%,  0.94%, 79.18%,  5.57%, 13798.31, 773.43, 974.77, 17424.13 , 3, 255, 95.64, 88, 169, 138.72, 93, 194, 118.64, 0.00%, 89.87%,0.00%, 3.65%, 6.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 54.83%,0.00%, 19.32%, 25.85%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 136.0, 9.0, 48.0, 1.0, 574.0, 4.960, 129
16, b-SLICE,   15, 34.16,      33736, 0,-4225341.00,29.741,15, 14 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.48%,  5.63%,  0.00%,  1.37%, 79.91%,  5.60%, 13453.08, 776.47, 914.00, 17120.81 , 0, 253, 95.68, 88, 169, 138.73, 93, 198, 118.66, 0.00%, 91.52%,0.00%, 3.05%, 5.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 55.32%,0.00%, 23.94%, 20.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 138.0, 3.0, 45.0, 0.0, 559.0, 5.897, 570
17, P-SLICE,   20, 31.88,     193448, 0,-4239261.00,28.000,11, 16 , -, 2.40%,  4.54%,  5.71%, 1.01%,  0.90%,  2.40%, 0.00%,  8.60%, 26.96%,  0.00%,  1.76%, 38.37%,  7.36%, 15915.35, 813.61, 979.80, 35783.83 , 3, 252, 95.59, 87, 170, 138.62, 93, 197, 118.65, 21.29%, 64.42%,0.00%, 5.86%, 8.60%, 0.00%, 0.00%, 0.00%, 0.00%, 10.68%, 22.57%,0.00%, 24.94%, 41.82%, 0.00%, 0.00%, 0.00%, 0.00%, 118.0, 0.0, 20.0, 0.0, 102.0, 1.0, 311.0, 9.279, 873
18, B-SLICE,   18, 32.79,      61408, 0,-4227766.00,30.271,14, 16 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.97%,  9.83%,  0.00%,  2.05%, 68.44%,  7.71%, 13988.88, 777.33, 937.03, 20580.29 , 2, 255, 95.70, 86, 170, 138.67, 93, 198, 118.69, 0.00%, 85.07%,0.00%, 7.41%, 7.53%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.84%,0.00%, 28.71%, 21.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 138.0, 9.0, 74.0, 1.0, 555.0, 5.429, 337
19, b-SLICE,   17, 34.05,      32760, 0,3.86,29.741,16, 16 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.73%,  6.04%,  0.00%,  0.87%, 78.78%,  5.57%, 13556.40, 775.37, 940.54, 16786.18 , 4, 253, 95.60, 88, 169, 138.70, 93, 196, 118.68, 0.00%, 90.12%,0.00%, 3.73%, 6.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.61%,0.00%, 26.88%, 21.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 135.0, 13.0, 56.0, 0.0, 574.0, 4.671, 138
20, b-SLICE,   19, 33.85,      33544, 0,-4167103.00,29.741,15, 18 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.73%,  7.24%,  0.00%,  1.17%, 76.35%,  7.50%, 13356.95, 781.38, 908.59, 16459.33 , 3, 255, 95.73, 87, 170, 138.68, 93, 193, 118.70, 0.00%, 90.80%,0.00%, 3.07%, 6.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 54.51%,0.00%, 22.75%, 22.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 137.0, 7.0, 46.0, 0.0, 563.0, 5.536, 84
21, P-SLICE,   24, 31.87,     192872, 0,-4207164.00,28.000,11, 20 , -, 2.35%,  4.67%,  5.49%, 0.89%,  0.66%,  1.99%, 0.00%,  7.66%, 27.89%,  0.00%,  1.56%, 38.44%,  8.38%, 15915.47, 831.19, 973.20, 34771.47 , 0, 255, 95.53, 87, 170, 138.55, 93, 197, 118.60, 21.43%, 65.53%,0.00%, 5.56%, 7.57%, 0.00%, 0.00%, 0.00%, 0.00%, 8.58%, 24.01%,0.00%, 28.15%, 39.26%, 0.00%, 0.00%, 0.00%, 0.00%, 118.0, 0.0, 20.0, 0.0, 113.0, 0.0, 311.0, 8.499, 655
22, B-SLICE,   22, 33.28,      60336, 0,-4207824.00,30.271,14, 20 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.48%, 10.60%,  0.00%,  1.47%, 68.76%,  8.69%, 14067.70, 799.99, 943.54, 20684.77 , 4, 255, 95.67, 87, 170, 138.60, 93, 194, 118.65, 0.00%, 86.79%,0.00%, 6.13%, 7.12%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.95%,0.00%, 29.67%, 21.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 138.0, 14.0, 77.0, 2.0, 565.0, 5.149, 604
23, b-SLICE,   21, 34.02,      34808, 0,3.79,29.741,16, 20 ,22 24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.58%,  7.33%,  0.00%,  0.92%, 76.43%,  6.74%, 13742.18, 788.24, 943.85, 16930.62 , 5, 252, 95.65, 86, 170, 138.63, 93, 197, 118.67, 0.00%, 89.93%,0.00%, 3.84%, 6.28%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.10%,0.00%, 26.75%, 22.15%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 136.0, 15.0, 56.0, 2.0, 580.0, 4.791, 103
24, b-SLICE,   23, 34.05,      33928, 0,-4158506.00,29.741,15, 22 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.76%,  6.31%,  0.00%,  1.15%, 77.25%,  7.53%, 13467.71, 799.43, 917.50, 16336.53 , 3, 252, 95.65, 87, 170, 138.61, 93, 194, 118.65, 0.00%, 90.90%,0.00%, 2.56%, 6.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 57.89%,0.00%, 17.76%, 24.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 138.0, 9.0, 46.0, 1.0, 571.0, 4.390, 114
25, P-SLICE,   28, 31.72,     205672, 0,-4122665.00,28.000,11, 24 , -, 3.70%,  6.17%,  7.55%, 0.83%,  0.81%,  2.64%, 0.00%, 10.83%, 30.01%,  0.00%,  1.66%, 29.05%,  6.75%, 15660.57, 889.34, 943.22, 33639.95 , 3, 255, 95.52, 87, 169, 138.43, 92, 201, 118.52, 30.43%, 50.66%,0.00%, 7.52%, 11.39%, 0.00%, 0.00%, 0.00%, 0.00%, 10.04%, 19.73%,0.00%, 24.87%, 45.54%, 0.00%, 0.00%, 0.00%, 0.00%, 119.0, 0.0, 19.0, 0.0, 111.0, 0.0, 311.0, 8.947, 648
26, B-SLICE,   26, 32.47,      81736, 0,-4241946.00,30.271,14, 24 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.89%, 12.53%,  0.00%,  1.45%, 63.20%,  7.92%, 14856.38, 873.36, 993.20, 22061.48 , 0, 253, 95.57, 87, 170, 138.46, 92, 196, 118.54, 0.00%, 80.97%,0.00%, 7.75%, 11.36%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.80%,0.00%, 29.52%, 27.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 142.0, 12.0, 91.0, 0.0, 569.0, 5.228, 527
27, b-SLICE,   25, 34.00,      35432, 0,3.85,29.741,16, 24 ,26 28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.91%,  7.02%,  0.00%,  0.89%, 76.87%,  7.32%, 13378.79, 781.97, 921.98, 15940.62 , 3, 255, 95.55, 87, 170, 138.60, 93, 197, 118.66, 0.00%, 90.67%,0.00%, 3.48%, 5.85%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.88%,0.00%, 18.75%, 27.37%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 139.0, 15.0, 47.0, 4.0, 585.0, 4.487, 108
28, b-SLICE,   27, 33.88,      36760, 0,-4139680.00,29.741,15, 26 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.40%,  6.32%,  0.00%,  1.46%, 76.43%,  6.39%, 13883.61, 872.43, 924.16, 16268.04 , 1, 253, 95.59, 88, 169, 138.47, 92, 195, 118.56, 0.00%, 89.13%,0.00%, 3.60%, 7.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 55.37%,0.00%, 22.43%, 22.20%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 142.0, 10.0, 50.0, 0.0, 577.0, 5.649, 460
29, P-SLICE,   32, 31.79,     195864, 0,-4113779.00,28.000,11, 28 , -, 2.57%,  5.07%,  4.71%, 1.04%,  0.94%,  2.65%, 0.00%,  5.64%, 25.40%,  0.00%,  1.66%, 42.28%,  8.03%, 15772.89, 888.39, 961.11, 35413.73 , 1, 255, 95.52, 88, 169, 138.43, 92, 197, 118.55, 20.58%, 70.02%,0.00%, 4.07%, 5.33%, 0.00%, 0.00%, 0.00%, 0.00%, 11.66%, 24.44%,0.00%, 24.31%, 39.71%, 0.00%, 0.00%, 0.00%, 0.00%, 123.0, 0.0, 19.0, 0.0, 103.0, 0.0, 315.0, 8.069, 709
30, B-SLICE,   30, 32.97,      75416, 0,-4144533.00,30.271,14, 28 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.75%, 12.01%,  0.00%,  1.54%, 65.03%,  8.67%, 14135.46, 843.63, 932.91, 21430.68 , 3, 255, 95.53, 88, 169, 138.46, 92, 197, 118.56, 0.00%, 83.77%,0.00%, 8.57%, 7.89%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.97%,0.00%, 32.08%, 21.94%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 143.0, 14.0, 82.0, 1.0, 574.0, 5.779, 109
31, b-SLICE,   29, 33.92,      33880, 0,3.73,29.741,16, 28 ,30 32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.86%,  6.04%,  0.00%,  0.80%, 77.32%,  6.97%, 13334.45, 841.56, 903.08, 15708.63 , 0, 255, 95.58, 87, 169, 138.48, 92, 199, 118.57, 0.00%, 89.74%,0.00%, 3.82%, 6.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.25%,0.00%, 21.15%, 22.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 141.0, 14.0, 45.0, 3.0, 589.0, 4.342, 117
32, b-SLICE,   31, 33.97,      45416, 0,-4111675.00,29.741,15, 30 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.25%,  9.54%,  0.00%,  1.48%, 73.03%,  6.71%, 13819.51, 842.54, 889.40, 17581.23 , 0, 253, 95.62, 88, 169, 138.48, 92, 198, 118.58, 0.00%, 88.91%,0.00%, 5.76%, 5.53%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.20%,0.00%, 31.34%, 22.46%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 142.0, 8.0, 51.0, 2.0, 581.0, 5.517, 278
33, P-SLICE,   36, 31.87,     174488, 0,-4123866.00,28.000,11, 32 , -, 2.20%,  3.42%,  3.94%, 0.82%,  0.87%,  1.88%, 0.00%,  7.73%, 23.78%,  0.00%,  1.46%, 44.69%,  9.21%, 15711.95, 884.47, 945.97, 32642.90 , 0, 253, 95.65, 87, 170, 138.40, 92, 199, 118.53, 15.45%, 72.13%,0.00%, 4.71%, 7.79%, 0.00%, 0.00%, 0.00%, 0.00%, 9.40%, 28.06%,0.00%, 19.92%, 42.62%, 0.00%, 0.00%, 0.00%, 0.00%, 123.0, 0.0, 19.0, 0.0, 97.0, 0.0, 321.0, 8.752, 887
34, B-SLICE,   34, 33.18,      58536, 0,-4083756.00,30.271,14, 32 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.15%,  9.18%,  0.00%,  0.98%, 70.04%,  9.65%, 14137.41, 859.24, 925.28, 19817.92 , 0, 255, 95.66, 87, 169, 138.43, 92, 197, 118.56, 0.00%, 87.30%,0.00%, 6.39%, 6.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.75%,0.00%, 25.36%, 21.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 137.0, 10.0, 78.0, 0.0, 573.0, 5.386, 262
35, b-SLICE,   33, 33.93,      29664, 0,4.27,29.741,16, 32 ,34 36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.15%,  5.78%,  0.00%,  1.18%, 80.22%,  4.67%, 13716.76, 855.93, 925.46, 16295.00 , 1, 253, 95.62, 88, 169, 138.46, 92, 200, 118.58, 0.00%, 90.76%,0.00%, 2.26%, 6.98%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.29%,0.00%, 26.16%, 23.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 133.0, 13.0, 50.0, 3.0, 586.0, 4.324, 61
36, b-SLICE,   35, 33.95,      31464, 0,-4069156.00,29.741,15, 34 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.25%,  5.59%,  0.00%,  0.63%, 79.17%,  7.35%, 13551.32, 856.25, 897.02, 16241.59 , 0, 255, 95.71, 87, 170, 138.45, 92, 197, 118.57, 0.00%, 91.70%,0.00%, 2.24%, 6.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.82%,0.00%, 15.93%, 25.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 134.0, 8.0, 45.0, 0.0, 579.0, 5.243, 180
37, P-SLICE,   40, 32.24,     186600, 0,-4169061.00,28.000,11, 36 , -, 2.94%,  4.62%,  5.01%, 0.84%,  0.89%,  2.23%, 0.00%,  6.19%, 24.96%,  0.00%,  1.65%, 42.39%,  8.27%, 16060.82, 883.13, 959.70, 34634.12 , 4, 252, 95.83, 86, 170, 138.43, 92, 198, 118.56, 20.66%, 69.15%,0.00%, 4.66%, 5.52%, 0.00%, 0.00%, 0.00%, 0.00%, 10.21%, 25.56%,0.00%, 21.30%, 43.00%, 0.00%, 0.00%, 0.00%, 0.00%, 117.0, 0.0, 16.0, 0.0, 89.0, 0.0, 313.0, 8.006, 607
38, B-SLICE,   38, 32.83,      62440, 0,-4119962.00,30.271,14, 36 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.20%,  9.05%,  0.00%,  1.19%, 70.97%,  7.60%, 14131.80, 844.86, 916.67, 20676.68 , 0, 255, 95.82, 86, 170, 138.45, 92, 198, 118.58, 0.00%, 86.43%,0.00%, 6.71%, 6.98%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.28%,0.00%, 26.80%, 23.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 470.0, 11.0, 59.0, 0.0, 903.0, 5.493, 472
