Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
20, b-SLICE,   19, 35.97,       1616, 0,-1634981.00,30.271,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.37%,  0.47%,  0.56%,  0.00%,  0.56%,  0.47%,  0.00%, 24.95%, 64.90%,  6.42%,  1.30%, 13965.54, 1071.56, 3852.00, 14003.15 , 20, 252, 117.49, 76, 150, 131.01, 90, 179, 129.19, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.43%,0.00%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.67%,0.00%, 6.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.00%,0.00%, 25.00%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 33.0, 13.0, 51.0, 0.0, 392.0, 3.282, 32
21, P-SLICE,   25, 31.77,      14232, 0,-1630028.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.15%, 0.22%,  0.22%,  0.52%, 0.96%,  0.37%,  2.73%, 0.00%,  0.88%,  1.33%,  1.92%,  6.49%,  0.00%,  0.74%,  0.44%,  2.06%, 18.44%, 49.48%,  7.08%,  5.97%, 13167.64, 1076.91, 3763.38, 16579.69 , 20, 252, 117.57, 76, 149, 131.00, 91, 179, 129.21, 0.00%, 95.42%,0.00%, 0.38%, 4.20%, 0.00%, 0.00%, 0.00%, 0.00%, 0.29%, 97.15%,0.00%, 1.00%, 1.57%, 0.00%, 0.00%, 0.00%, 0.00%, 9.22%, 72.34%,0.00%, 9.93%, 8.51%, 0.00%, 0.00%, 0.00%, 0.00%, 21.83%, 43.25%,0.00%, 21.43%, 13.49%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 30.0, 0.0, 53.0, 0.0, 249.0, 3.991, 61
22, B-SLICE,   23, 34.88,       1880, 0,-1629037.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.10%,  0.62%,  1.14%,  0.73%,  0.00%,  0.31%,  0.93%,  0.62%, 32.50%, 52.65%,  8.83%,  1.56%, 13589.67, 1070.00, 3760.82, 13662.75 , 18, 252, 117.56, 76, 149, 131.00, 91, 179, 129.21, 0.00%, 99.68%,0.00%, 0.32%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.84%,0.00%, 0.58%, 0.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 89.52%,0.00%, 9.52%, 0.95%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 21.43%, 3.57%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 29.0, 12.0, 42.0, 2.0, 360.0, 3.233, 12
23, b-SLICE,   21, 35.71,       1632, 0,5.10,30.271,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.25%,  0.62%,  0.74%,  0.25%,  0.00%,  0.00%,  0.00%,  0.00%, 42.80%, 46.13%,  8.98%,  0.25%, 14003.44, 1084.34, 3746.85, 14147.50 , 19, 252, 117.55, 76, 149, 131.00, 90, 179, 129.21, 0.00%, 99.43%,0.00%, 0.00%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.68%,0.00%, 1.32%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.41%,0.00%, 7.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 50.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 26.0, 17.0, 35.0, 5.0, 399.0, 2.191, 1
24, b-SLICE,   22, 35.95,       1472, 0,-1626256.00,30.271,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.61%,  0.49%,  0.73%,  0.00%,  0.37%,  0.00%,  0.00%, 42.74%, 45.54%,  8.30%,  1.22%, 13983.39, 1069.58, 3781.79, 14014.74 , 19, 252, 117.55, 76, 149, 131.00, 91, 179, 129.21, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.69%,0.00%, 1.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.44%,0.00%, 4.17%, 1.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 37.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 51.0, 10.0, 73.0, 0.0, 411.0, 4.240, 11
25, b-SLICE,   24, 36.00,       1080, 0,-1629037.00,30.271,26, 23 20 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.11%,  0.11%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 36.42%, 57.88%,  5.48%,  0.00%, 13643.90, 1069.66, 3771.24, 13643.90 , 18, 252, 117.56, 76, 149, 131.00, 91, 179, 129.21, 0.00%, 99.69%,0.00%, 0.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.80%,0.00%, 0.20%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 42.0, 1.0, 59.0, 0.0, 391.0, 5.300, 13
26, P-SLICE,   30, 31.78,      12072, 0,-1631916.00,28.000,21, 25 23 , -, 0.00%,  0.00%,  0.00%, 0.08%,  0.08%,  0.15%, 0.08%,  0.23%,  0.61%, 0.15%,  0.53%,  1.67%, 0.00%,  0.76%,  1.29%,  1.74%,  6.21%,  0.00%,  0.15%,  0.23%,  0.98%, 18.71%, 53.26%,  7.20%,  5.91%, 13266.62, 1067.75, 3792.35, 16138.84 , 18, 253, 117.62, 76, 149, 130.99, 90, 179, 129.21, 0.00%, 96.09%,0.00%, 0.39%, 3.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.55%, 97.11%,0.00%, 0.83%, 1.52%, 0.00%, 0.00%, 0.00%, 0.00%, 9.02%, 73.68%,0.00%, 12.03%, 5.26%, 0.00%, 0.00%, 0.00%, 0.00%, 15.20%, 44.61%,0.00%, 23.53%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 0.0, 42.0, 0.0, 55.0, 0.0, 231.0, 3.349, 58
27, B-SLICE,   28, 34.94,       1816, 0,-1632097.00,30.271,24, 25 23 ,30 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.70%,  0.60%,  0.70%,  0.00%,  0.30%,  0.00%,  0.00%, 29.45%, 57.71%,  9.25%,  1.29%, 13672.82, 1062.16, 3790.37, 13734.09 , 18, 253, 117.61, 76, 149, 130.99, 91, 179, 129.21, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.81%,0.00%, 0.85%, 0.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.94%,0.00%, 6.06%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.00%,0.00%, 30.00%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 0.0, 43.0, 20.0, 35.0, 4.0, 258.0, 2.876, 4
28, b-SLICE,   26, 36.00,       1496, 0,5.12,30.271,27, 25 23 ,28 30 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.12%,  0.82%,  0.35%,  0.94%,  0.00%,  0.12%,  0.00%,  0.00%, 40.28%, 47.11%,  8.36%,  1.88%, 13964.57, 1074.67, 3805.12, 14003.52 , 20, 253, 117.58, 76, 149, 131.00, 90, 179, 129.21, 0.00%, 99.71%,0.00%, 0.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.28%,0.00%, 1.72%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.95%,0.00%, 4.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 29.17%, 4.17%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 27.0, 1.0, 38.0, 0.0, 298.0, 5.522, 57
29, b-SLICE,   27, 35.76,       1544, 0,-1631606.00,30.271,27, 25 23 ,28 30 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.23%,  0.47%,  0.35%,  1.17%,  0.00%,  0.23%,  0.47%,  0.00%, 40.00%, 46.32%,  8.65%,  2.11%, 13963.88, 1062.43, 3820.28, 13997.60 , 18, 253, 117.60, 76, 149, 130.99, 90, 179, 129.21, 0.00%, 99.42%,0.00%, 0.29%, 0.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.00%,0.00%, 1.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.30%,0.00%, 3.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 64.29%,0.00%, 28.57%, 7.14%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 29.0, 0.0, 39.0, 0.0, 290.0, 5.269, 70
30, b-SLICE,   29, 36.00,       1168, 0,-1631916.00,30.271,26, 28 25 ,30 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.11%,  0.11%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 32.26%, 61.11%,  6.41%,  0.00%, 13305.92, 1063.52, 3805.23, 13305.92 , 18, 253, 117.62, 76, 149, 130.99, 90, 179, 129.21, 0.00%, 99.67%,0.00%, 0.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.83%,0.00%, 0.17%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 26.0, 0.0, 39.0, 0.0, 273.0, 3.878, 10
31, P-SLICE,   35, 31.67,      12400, 0,-1631825.00,28.000,21, 30 28 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.22%, 0.00%,  0.15%,  0.22%, 0.88%,  0.51%,  1.91%, 0.00%,  1.10%,  0.88%,  1.47%,  6.68%,  0.00%,  0.29%,  0.51%,  2.35%, 17.99%, 50.51%,  8.74%,  5.58%, 13227.61, 1063.59, 3781.70, 15259.77 , 15, 253, 117.68, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 94.23%,0.00%, 0.38%, 5.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.43%, 97.87%,0.00%, 0.43%, 1.28%, 0.00%, 0.00%, 0.00%, 0.00%, 3.31%, 83.44%,0.00%, 8.61%, 4.64%, 0.00%, 0.00%, 0.00%, 0.00%, 18.44%, 44.26%,0.00%, 26.23%, 11.07%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 40.0, 0.0, 63.0, 0.0, 230.0, 4.176, 76
32, B-SLICE,   33, 34.71,       2336, 0,-1630378.00,30.271,24, 30 28 ,35 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.09%,  0.56%,  0.75%,  1.50%,  0.00%,  0.56%,  0.28%,  0.00%, 26.31%, 59.36%,  7.58%,  3.00%, 13745.10, 1061.80, 3802.92, 13909.55 , 18, 252, 117.66, 76, 149, 130.98, 91, 179, 129.22, 0.00%, 99.65%,0.00%, 0.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.07%,0.00%, 0.62%, 0.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.30%,0.00%, 7.61%, 1.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 66.67%,0.00%, 29.17%, 4.17%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 37.0, 29.0, 39.0, 9.0, 266.0, 1.993, 1
33, b-SLICE,   31, 35.98,       1560, 0,5.16,30.271,27, 30 28 ,33 35 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.24%,  0.36%,  0.24%,  0.72%,  0.00%,  0.60%,  0.36%,  0.00%, 41.52%, 46.45%,  7.34%,  2.17%, 13853.11, 1061.90, 3819.54, 13930.81 , 14, 253, 117.63, 76, 149, 130.99, 90, 179, 129.22, 0.00%, 99.42%,0.00%, 0.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.24%,0.00%, 0.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.97%,0.00%, 3.03%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 20.83%, 4.17%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 6.0, 44.0, 24.0, 47.0, 8.0, 300.0, 2.304, 30
34, b-SLICE,   32, 36.00,       1408, 0,-1630837.00,30.271,27, 30 28 ,33 35 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.12%,  0.60%,  0.36%,  0.36%,  0.00%,  0.00%,  0.00%,  0.00%, 41.37%, 47.00%,  8.15%,  2.04%, 13954.97, 1062.65, 3825.77, 13972.05 , 19, 252, 117.64, 76, 149, 130.99, 91, 179, 129.22, 0.00%, 99.71%,0.00%, 0.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.74%,0.00%, 1.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.77%,0.00%, 4.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 85.00%,0.00%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 43.0, 22.0, 56.0, 3.0, 298.0, 3.024, 14
35, b-SLICE,   34, 36.00,       1208, 0,-1631924.00,30.271,26, 33 30 ,35 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.10%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 28.90%, 63.85%,  6.75%,  0.40%, 13774.57, 1057.93, 3840.11, 13774.57 , 15, 253, 117.66, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.84%,0.00%, 0.16%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 47.0, 8.0, 64.0, 0.0, 285.0, 3.731, 93
36, P-SLICE,   40, 26.47,      22896, 0,-1639872.00,28.000,21, 35 33 , -, 0.00%,  0.00%,  0.00%, 0.26%,  0.46%,  1.45%, 0.20%,  0.40%,  0.40%, 0.26%,  0.46%,  1.45%, 0.00%,  6.46%, 10.08%,  3.56%,  7.64%,  0.00%,  2.77%,  1.05%,  1.12%,  9.29%, 35.31%, 11.20%,  6.19%, 13796.65, 1095.27, 3903.55, 15482.04 , 17, 252, 118.69, 75, 149, 131.00, 90, 179, 129.24, 0.00%, 59.00%,0.00%, 10.04%, 30.96%, 0.00%, 0.00%, 0.00%, 0.00%, 4.32%, 75.65%,0.00%, 5.76%, 14.27%, 0.00%, 0.00%, 0.00%, 0.00%, 5.88%, 72.94%,0.00%, 10.20%, 10.98%, 0.00%, 0.00%, 0.00%, 0.00%, 12.69%, 42.69%,0.00%, 21.54%, 23.08%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 12.0, 25.0, 1.0, 58.0, 0.0, 230.0, 4.033, 93
37, B-SLICE,   38, 34.67,       2688, 0,-1641673.00,30.271,24, 35 33 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.39%,  0.68%,  0.29%,  0.87%,  0.00%,  0.29%,  0.00%,  0.00%, 27.31%, 61.13%,  7.19%,  1.85%, 14069.37, 1091.76, 4075.00, 14270.28 , 16, 253, 118.68, 75, 150, 131.00, 90, 179, 129.24, 0.00%, 98.60%,0.00%, 1.05%, 0.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.90%,0.00%, 0.78%, 0.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 96.10%,0.00%, 3.90%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 67.86%,0.00%, 21.43%, 10.71%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 8.0, 24.0, 14.0, 38.0, 1.0, 270.0, 2.144, 3
38, b-SLICE,   36, 36.00,       1112, 0,59.61,30.271,27, 35 33 ,38 40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.13%,  0.00%,  0.00%,  0.00%,  0.38%,  0.00%,  0.00%, 44.53%, 48.85%,  6.11%,  0.00%, 13167.52, 1061.03, 3795.48, 13167.52 , 16, 253, 117.68, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.74%,0.00%, 0.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 11.0, 24.0, 12.0, 34.0, 4.0, 296.0, 3.020, 2
39, b-SLICE,   37, 36.00,       1448, 0,-1629236.00,30.271,27, 35 33 ,38 40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.24%,  0.37%,  0.12%,  0.24%,  0.00%,  0.73%,  0.00%,  0.00%, 42.12%, 47.13%,  7.81%,  1.22%, 13719.85, 1059.22, 3838.22, 13740.45 , 18, 253, 117.69, 75, 149, 130.98, 90, 179, 129.22, 0.00%, 99.42%,0.00%, 0.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.24%,0.00%, 0.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.46%,0.00%, 1.54%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 83.33%,0.00%, 8.33%, 8.33%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 29.0, 12.0, 34.0, 1.0, 295.0, 3.016, 4
40, b-SLICE,   39, 36.00,       1664, 0,-1641519.00,30.271,26, 38 35 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.41%,  0.00%,  0.30%,  0.30%,  0.30%, 29.69%, 61.50%,  6.59%,  0.91%, 14180.14, 1089.47, 4086.35, 14182.46 , 17, 252, 118.68, 75, 149, 131.00, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 33.0, 5.0, 61.0, 0.0, 275.0, 4.913, 69
41, P-SLICE,   45, 29.50,      11248, 0,-1639746.00,28.000,21, 40 38 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.10%,  0.30%, 0.10%,  0.10%,  0.30%, 0.41%,  0.30%,  1.72%, 0.00%,  1.72%,  2.23%,  2.63%,  9.83%,  0.00%,  0.81%,  0.91%,  2.23%, 35.26%, 26.55%,  8.71%,  5.78%, 13562.04, 1088.34, 4028.33, 14970.86 , 19, 253, 118.73, 75, 149, 131.00, 90, 180, 129.24, 0.00%, 95.34%,0.00%, 0.55%, 4.11%, 0.00%, 0.00%, 0.00%, 0.00%, 1.36%, 91.84%,0.00%, 2.04%, 5.44%, 0.00%, 0.00%, 0.00%, 0.00%, 3.97%, 75.40%,0.00%, 9.52%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 12.00%, 39.50%,0.00%, 33.50%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 0.0, 40.0, 0.0, 224.0, 4.356, 54
42, B-SLICE,   43, 34.96,       1368, 0,-1640802.00,30.271,24, 40 38 ,45 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.17%,  0.17%,  1.73%,  0.00%,  0.00%,  0.00%,  0.00%, 72.19%, 20.03%,  3.80%,  1.73%, 14116.51, 1088.32, 4073.25, 14259.00 , 17, 252, 118.71, 75, 149, 131.00, 90, 180, 129.24, 0.00%, 99.76%,0.00%, 0.00%, 0.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.15%,0.00%, 0.85%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.65%,0.00%, 4.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 40.00%, 10.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 6.0, 36.0, 0.0, 260.0, 3.991, 5
43, b-SLICE,   41, 35.95,       1048, 0,5.25,30.271,27, 40 38 ,43 45 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  0.58%,  0.19%,  0.58%,  0.00%,  0.96%,  0.77%,  0.00%, 83.43%,  9.83%,  2.50%,  0.96%, 14218.24, 1089.28, 4079.41, 14284.18 , 18, 252, 118.70, 75, 149, 131.00, 90, 179, 129.24, 0.00%, 99.77%,0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.92%,0.00%, 5.08%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.44%,0.00%, 5.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 25.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 32.0, 6.0, 47.0, 0.0, 293.0, 3.267, 5
44, b-SLICE,   42, 35.95,       1104, 0,-1641250.00,30.271,27, 40 38 ,43 45 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.57%,  0.95%,  0.38%,  0.00%,  0.95%,  0.95%,  0.00%, 81.82%, 10.98%,  2.27%,  1.14%, 14179.27, 1090.15, 4079.01, 14224.52 , 17, 252, 118.70, 75, 149, 131.00, 90, 179, 129.24, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.45%,0.00%, 4.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 77.27%,0.00%, 22.73%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 34.0, 0.0, 32.0, 0.0, 291.0, 5.627, 54
