Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, 4x4, Inter 32x32, Inter 16x16, Skip 32x32, Skip 16x16, Merge 32x32, Merge 16x16, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   10, 33.42,      87288, 0,-5793177.00,30.271,14, 8 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.67%, 18.93%,  0.00%,  3.42%, 50.23%, 14.76%, 20993.86, 1292.49, 1544.16, 28472.45 , 4, 246, 96.52, 78, 166, 131.21, 69, 191, 127.53, 0.00%, 79.85%,0.00%, 11.31%, 8.84%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.99%,0.00%, 30.98%, 20.03%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 542.0, 13.0, 76.0, 0.0, 1286.0, 5.637, 196
11, b-SLICE,    9, 33.53,      51992, 0,3.89,29.741,16, 8 ,10 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.10%, 14.05%,  0.00%,  2.33%, 63.57%, 10.95%, 19425.63, 1230.92, 1517.15, 23077.38 , 1, 247, 96.56, 83, 166, 131.22, 68, 191, 127.62, 0.00%, 87.51%,0.00%, 7.55%, 4.99%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.60%,0.00%, 32.97%, 18.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 543.0, 11.0, 60.0, 0.0, 1297.0, 5.025, 135
12, b-SLICE,   11, 33.78,      48704, 0,-5708402.00,29.741,15, 10 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.22%, 12.68%,  0.00%,  1.79%, 66.07%, 11.24%, 19341.03, 1238.75, 1476.46, 22509.17 , 1, 245, 96.66, 84, 167, 131.36, 69, 190, 127.59, 0.00%, 88.99%,0.00%, 6.33%, 4.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.70%,0.00%, 30.12%, 19.19%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 543.0, 5.0, 48.0, 0.0, 1167.0, 5.869, 242
13, P-SLICE,   16, 32.73,     194584, 0,-5684201.00,28.000,11, 12 , -, 2.15%,  2.66%,  4.36%, 1.62%,  2.03%,  6.39%, 0.00%,  9.36%, 30.21%,  0.00%,  4.49%, 21.21%, 15.51%, 21439.67, 1294.01, 1390.49, 37142.96 , 2, 247, 96.72, 84, 167, 131.55, 77, 190, 127.50, 23.08%, 53.37%,0.00%, 12.00%, 11.54%, 0.00%, 0.00%, 0.00%, 0.00%, 16.71%, 33.14%,0.00%, 23.46%, 26.73%, 0.00%, 0.00%, 0.00%, 0.00%, 525.0, 0.0, 24.0, 0.0, 137.0, 0.0, 859.0, 8.237, 559
14, B-SLICE,   14, 33.36,      82936, 0,-5744986.00,30.271,14, 12 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.33%, 19.23%,  0.00%,  2.61%, 51.33%, 15.49%, 21117.08, 1300.30, 1489.91, 27972.77 , 1, 245, 96.62, 83, 167, 131.50, 69, 190, 127.45, 0.00%, 81.93%,0.00%, 10.78%, 7.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.50%,0.00%, 32.14%, 19.36%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 527.0, 18.0, 74.0, 1.0, 1515.0, 4.098, 196
15, b-SLICE,   13, 33.60,      48544, 0,3.86,29.741,16, 12 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.06%, 14.06%,  0.00%,  2.17%, 64.06%, 11.66%, 19469.55, 1232.62, 1478.75, 22873.70 , 0, 248, 96.62, 84, 167, 131.44, 74, 190, 127.55, 0.00%, 88.82%,0.00%, 7.08%, 4.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.58%,0.00%, 32.77%, 17.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 526.0, 16.0, 64.0, 1.0, 1533.0, 3.986, 109
16, b-SLICE,   15, 33.59,      45048, 0,-5653236.00,29.741,15, 14 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.64%, 12.55%,  0.00%,  2.01%, 66.31%, 12.49%, 19134.04, 1227.52, 1440.94, 22091.04 , 2, 246, 96.78, 85, 167, 131.58, 76, 190, 127.53, 0.00%, 91.04%,0.00%, 5.07%, 4.06%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.60%,0.00%, 26.31%, 20.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 527.0, 10.0, 50.0, 0.0, 1518.0, 4.612, 236
17, P-SLICE,   20, 32.72,     181592, 0,-5692910.00,28.000,11, 16 , -, 1.59%,  1.90%,  3.64%, 1.42%,  1.34%,  5.37%, 0.00%,  9.33%, 27.85%,  0.00%,  4.64%, 25.49%, 17.42%, 21650.59, 1329.41, 1388.09, 38293.67 , 2, 248, 96.87, 81, 167, 131.55, 72, 192, 127.54, 17.02%, 60.83%,0.00%, 12.48%, 9.78%, 0.00%, 0.00%, 0.00%, 0.00%, 14.05%, 38.06%,0.00%, 22.35%, 25.64%, 0.00%, 0.00%, 0.00%, 0.00%, 509.0, 0.0, 17.0, 0.0, 107.0, 0.0, 1105.0, 9.907, 799
18, B-SLICE,   18, 33.41,      81104, 0,-5730007.00,30.271,14, 16 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.31%, 17.23%,  0.00%,  2.35%, 53.76%, 16.34%, 21488.37, 1349.46, 1517.03, 28282.97 , 0, 255, 96.70, 82, 167, 131.50, 74, 192, 127.43, 0.00%, 83.87%,0.00%, 10.46%, 5.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.03%,0.00%, 28.84%, 19.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 526.0, 9.0, 71.0, 0.0, 1881.0, 6.308, 292
19, b-SLICE,   17, 33.88,      44024, 0,3.94,29.741,16, 16 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.48%, 12.30%,  0.00%,  1.58%, 67.27%, 10.36%, 19695.43, 1267.47, 1471.67, 22696.20 , 0, 247, 96.72, 85, 167, 131.56, 77, 189, 127.50, 0.00%, 88.80%,0.00%, 6.18%, 5.06%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.25%,0.00%, 30.12%, 20.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 525.0, 6.0, 60.0, 0.0, 1899.0, 5.456, 123
20, b-SLICE,   19, 33.99,      46768, 0,-5659907.00,29.741,15, 18 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.77%, 13.02%,  0.00%,  2.07%, 64.97%, 13.16%, 19609.85, 1285.76, 1449.41, 22883.73 , 1, 249, 96.88, 84, 167, 131.57, 70, 193, 127.53, 0.00%, 90.65%,0.00%, 5.59%, 3.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 53.93%,0.00%, 28.10%, 17.98%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 526.0, 1.0, 53.0, 0.0, 1888.0, 6.578, 252
21, P-SLICE,   24, 32.72,     199976, 0,-5696436.00,28.000,11, 20 , -, 2.15%,  2.37%,  4.54%, 1.59%,  1.93%,  6.10%, 0.00%, 10.20%, 30.36%,  0.00%,  4.48%, 19.13%, 17.13%, 21735.37, 1350.60, 1381.61, 38657.00 , 0, 247, 97.20, 81, 167, 131.55, 70, 194, 127.69, 23.65%, 49.90%,0.00%, 12.99%, 13.62%, 0.00%, 0.00%, 0.00%, 0.00%, 15.63%, 35.10%,0.00%, 23.20%, 26.11%, 0.00%, 0.00%, 0.00%, 0.00%, 507.0, 0.0, 18.0, 0.0, 136.0, 0.0, 1087.0, 9.750, 661
22, B-SLICE,   22, 33.13,      85808, 0,-5746859.00,30.271,14, 20 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.55%, 18.37%,  0.00%,  2.67%, 51.12%, 16.29%, 21399.35, 1360.18, 1470.26, 28518.41 , 0, 249, 96.99, 80, 168, 131.57, 66, 192, 127.54, 0.00%, 81.63%,0.00%, 11.47%, 6.99%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.79%,0.00%, 30.36%, 18.86%, 0.00%, 0.00%, 0.00%, 0.00%, 1.0, 0.0, 537.0, 11.0, 91.0, 0.0, 2149.0, 6.842, 700
23, b-SLICE,   21, 33.84,      51616, 0,3.84,29.741,16, 20 ,22 24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.82%, 13.79%,  0.00%,  2.57%, 61.93%, 12.89%, 19923.16, 1284.06, 1449.69, 23499.99 , 1, 250, 96.96, 82, 168, 131.58, 71, 193, 127.58, 0.00%, 87.60%,0.00%, 8.15%, 4.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.87%,0.00%, 31.92%, 15.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 5.0, 532.0, 9.0, 67.0, 0.0, 2162.0, 5.894, 280
24, b-SLICE,   23, 34.16,      46704, 0,-5690125.00,29.741,15, 22 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.88%, 12.58%,  0.00%,  2.38%, 63.41%, 13.75%, 19447.74, 1295.68, 1422.09, 22483.75 , 1, 248, 97.20, 83, 168, 131.61, 68, 194, 127.69, 0.00%, 88.92%,0.00%, 5.85%, 5.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 56.17%,0.00%, 27.83%, 15.99%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 538.0, 8.0, 56.0, 1.0, 2156.0, 4.736, 216
25, P-SLICE,   28, 32.82,     222272, 0,-5705247.00,28.000,11, 24 , -, 3.22%,  3.67%,  5.49%, 1.62%,  2.11%,  7.02%, 0.00%, 12.90%, 32.22%,  0.00%,  4.16%, 14.38%, 13.22%, 22348.77, 1450.61, 1414.21, 41294.43 , 0, 249, 97.49, 83, 168, 131.52, 68, 191, 127.59, 31.25%, 36.27%,0.00%, 16.06%, 16.47%, 0.00%, 0.00%, 0.00%, 0.00%, 17.82%, 28.78%,0.00%, 24.58%, 28.85%, 0.00%, 0.00%, 0.00%, 0.00%, 519.0, 0.0, 23.0, 0.0, 152.0, 0.0, 1099.0, 9.205, 548
26, B-SLICE,   26, 33.26,      97200, 0,-5814788.00,30.271,14, 24 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 13.98%, 20.27%,  0.00%,  2.50%, 47.47%, 15.77%, 22078.68, 1483.89, 1553.88, 30376.03 , 1, 249, 97.26, 80, 168, 131.49, 67, 194, 127.55, 0.00%, 77.27%,0.00%, 12.95%, 9.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.40%,0.00%, 29.51%, 23.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 539.0, 17.0, 93.0, 0.0, 2145.0, 4.718, 236
27, b-SLICE,   25, 33.47,      50640, 0,3.83,29.741,16, 24 ,26 28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.31%, 13.06%,  0.00%,  2.83%, 63.45%, 11.35%, 20188.75, 1310.40, 1433.61, 23590.62 , 2, 249, 97.30, 82, 167, 131.56, 68, 191, 127.72, 0.00%, 87.23%,0.00%, 8.67%, 4.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.06%,0.00%, 33.77%, 14.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 537.0, 17.0, 66.0, 1.0, 2158.0, 4.617, 243
28, b-SLICE,   27, 33.89,      50968, 0,-5717668.00,29.741,15, 26 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.75%, 13.40%,  0.00%,  2.34%, 61.90%, 13.60%, 20266.52, 1416.57, 1460.66, 23912.87 , 0, 245, 97.47, 84, 168, 131.56, 69, 190, 127.62, 0.00%, 87.58%,0.00%, 7.30%, 5.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 54.33%,0.00%, 28.15%, 17.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 538.0, 11.0, 60.0, 0.0, 2150.0, 4.498, 192
29, P-SLICE,   32, 32.82,     215144, 0,-5641084.00,28.000,11, 28 , -, 2.19%,  3.03%,  4.58%, 1.97%,  1.93%,  7.91%, 0.00%,  9.30%, 30.76%,  0.00%,  5.40%, 19.86%, 13.07%, 22263.64, 1395.85, 1375.91, 40980.40 , 0, 248, 97.57, 84, 168, 131.70, 74, 190, 127.51, 25.18%, 51.03%,0.00%, 14.24%, 9.65%, 0.00%, 0.00%, 0.00%, 0.00%, 19.34%, 30.26%,0.00%, 25.10%, 25.30%, 0.00%, 0.00%, 0.00%, 0.00%, 520.0, 0.0, 24.0, 0.0, 142.0, 0.0, 1112.0, 8.776, 640
30, B-SLICE,   30, 33.33,     103904, 0,-5761514.00,30.271,14, 28 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.12%, 21.99%,  0.00%,  4.18%, 46.67%, 13.05%, 22114.19, 1455.79, 1515.81, 31705.88 , 0, 251, 97.35, 78, 167, 131.47, 69, 192, 127.53, 0.00%, 76.80%,0.00%, 14.79%, 8.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.93%,0.00%, 35.47%, 20.60%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 535.0, 19.0, 80.0, 2.0, 2152.0, 5.114, 225
31, b-SLICE,   29, 33.94,      51224, 0,3.78,29.741,16, 28 ,30 32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.96%, 13.89%,  0.00%,  2.85%, 62.44%, 10.87%, 19926.39, 1385.23, 1443.49, 23446.75 , 2, 252, 97.49, 83, 167, 131.55, 69, 189, 127.59, 0.00%, 86.26%,0.00%, 7.64%, 6.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.68%,0.00%, 31.91%, 18.40%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 534.0, 16.0, 62.0, 3.0, 2164.0, 4.703, 233
32, b-SLICE,   31, 33.59,      66184, 0,-5654276.00,29.741,15, 30 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.92%, 17.22%,  0.00%,  3.97%, 52.71%, 14.18%, 20376.76, 1372.54, 1420.82, 25885.84 , 2, 252, 97.63, 85, 168, 131.61, 76, 190, 127.60, 0.00%, 81.58%,0.00%, 11.89%, 6.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.31%,0.00%, 33.85%, 14.85%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 533.0, 10.0, 64.0, 0.0, 2159.0, 5.320, 199
33, P-SLICE,   36, 32.67,     204216, 0,-5695349.00,28.000,11, 32 , -, 1.16%,  2.25%,  3.51%, 1.82%,  1.60%,  7.88%, 0.00%,  9.63%, 29.20%,  0.00%,  5.25%, 23.08%, 14.63%, 22681.17, 1418.54, 1388.27, 40045.87 , 0, 247, 97.74, 85, 168, 131.66, 77, 189, 127.54, 17.44%, 58.26%,0.00%, 13.15%, 11.15%, 0.00%, 0.00%, 0.00%, 0.00%, 18.70%, 32.95%,0.00%, 23.97%, 24.48%, 0.00%, 0.00%, 0.00%, 0.00%, 516.0, 0.0, 18.0, 0.0, 123.0, 0.0, 1107.0, 9.031, 654
34, B-SLICE,   34, 33.21,      86936, 0,-5697010.00,30.271,14, 32 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.00%, 20.26%,  0.00%,  2.63%, 51.36%, 14.75%, 21870.00, 1425.07, 1474.06, 29002.08 , 1, 247, 97.61, 83, 168, 131.66, 69, 190, 127.47, 0.00%, 82.35%,0.00%, 9.72%, 7.93%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.19%,0.00%, 32.63%, 21.19%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 287.0, 12.0, 107.0, 0.0, 1914.0, 5.493, 626
35, b-SLICE,   33, 33.53,      50576, 0,3.68,29.741,16, 32 ,34 36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.97%, 14.22%,  0.00%,  2.49%, 60.77%, 12.55%, 20520.32, 1348.91, 1446.96, 24051.54 , 2, 247, 97.71, 84, 168, 131.71, 77, 190, 127.53, 0.00%, 85.98%,0.00%, 8.57%, 5.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.43%,0.00%, 32.15%, 16.52%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 1.0, 287.0, 20.0, 71.0, 3.0, 1926.0, 4.017, 263
36, b-SLICE,   35, 33.85,      50008, 0,-5656050.00,29.741,15, 34 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.60%, 14.32%,  0.00%,  2.46%, 60.98%, 13.64%, 20083.49, 1352.02, 1435.42, 23332.96 , 1, 249, 97.77, 84, 168, 131.71, 70, 193, 127.57, 0.00%, 87.66%,0.00%, 6.46%, 5.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.91%,0.00%, 28.20%, 18.89%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 286.0, 14.0, 57.0, 1.0, 1920.0, 4.665, 191
37, P-SLICE,   40, 32.68,     194480, 0,-5697413.00,28.000,11, 36 , -, 1.09%,  1.83%,  2.76%, 1.75%,  1.34%,  5.86%, 0.00%,  8.27%, 28.93%,  0.00%,  4.61%, 26.79%, 16.77%, 22688.05, 1396.66, 1377.53, 39756.74 , 1, 250, 97.75, 82, 168, 131.67, 71, 193, 127.55, 13.97%, 65.74%,0.00%, 11.29%, 9.06%, 0.00%, 0.00%, 0.00%, 0.00%, 15.10%, 36.08%,0.00%, 24.10%, 24.72%, 0.00%, 0.00%, 0.00%, 0.00%, 270.0, 0.0, 18.0, 0.0, 117.0, 0.0, 857.0, 9.635, 538
38, B-SLICE,   38, 33.28,      84464, 0,-5715322.00,30.271,14, 36 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.03%, 18.61%,  0.00%,  2.86%, 52.02%, 15.48%, 21950.02, 1456.53, 1482.80, 28719.27 , 0, 255, 97.64, 82, 168, 131.58, 74, 192, 127.49, 0.00%, 82.52%,0.00%, 11.48%, 6.04%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.67%,0.00%, 29.51%, 20.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 533.0, 10.0, 90.0, 0.0, 1908.0, 5.983, 379
