Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 34.04,       2112, 0,-1631333.00,29.600,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.19%,  1.30%,  0.56%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 79.14%, 16.20%,  0.37%,  2.23%, 26487.17, 1642.65, 6517.08, 26519.00 , 19, 253, 118.65, 75, 149, 131.00, 90, 180, 129.23, 0.00%, 99.76%,0.00%, 0.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.55%,0.00%, 3.19%, 4.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.00%,0.00%, 0.00%, 60.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 44.0, 12.0, 34.0, 0.0, 388.0, 3.611, 13
11, P-SLICE,   15, 29.78,      12544, 0,-1622139.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.12%,  0.12%,  0.12%, 0.25%,  0.00%,  0.12%, 1.23%,  0.62%,  2.46%, 0.00%,  6.03%,  3.69%,  1.23%,  7.63%,  0.00%,  0.25%,  0.37%,  1.35%, 42.68%, 19.43%,  3.94%,  8.36%, 26348.69, 1623.06, 6451.50, 27742.98 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 87.59%,0.00%, 3.04%, 9.37%, 0.00%, 0.00%, 0.00%, 0.00%, 1.55%, 82.90%,0.00%, 5.18%, 10.36%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 72.92%,0.00%, 16.67%, 4.17%, 0.00%, 0.00%, 0.00%, 0.00%, 19.89%, 44.89%,0.00%, 22.73%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 9.0, 27.0, 1.0, 39.0, 0.0, 359.0, 3.518, 9
12, B-SLICE,   13, 32.72,       6032, 0,-1621673.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.06%,  0.91%,  1.52%, 10.30%,  0.00%,  0.00%,  0.61%,  0.76%, 63.18%, 12.73%,  1.82%,  7.12%, 26061.44, 1590.90, 6467.11, 26495.07 , 18, 253, 117.66, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 98.35%,0.00%, 0.24%, 1.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.33%,0.00%, 2.22%, 4.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 61.54%,0.00%, 30.77%, 7.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.33%,0.00%, 37.50%, 19.17%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.0, 0.0, 28.0, 8.0, 37.0, 0.0, 381.0, 3.124, 41
13, b-SLICE,   11, 32.63,       5448, 0,5.31,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.43%,  0.63%,  3.17%,  7.14%,  0.00%,  0.32%,  0.63%,  1.27%, 66.67%,  9.84%,  2.70%,  6.19%, 26519.53, 1629.70, 6544.26, 26730.03 , 19, 253, 118.65, 75, 149, 131.00, 90, 180, 129.23, 0.00%, 97.89%,0.00%, 0.47%, 1.64%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.12%,0.00%, 4.41%, 1.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.22%,0.00%, 43.90%, 4.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.09%,0.00%, 34.78%, 14.13%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 43.0, 6.0, 58.0, 0.0, 412.0, 4.393, 16
14, b-SLICE,   12, 32.75,       4312, 0,-1620431.00,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.11%,  0.16%,  2.70%,  7.30%,  0.00%,  0.48%,  0.32%,  2.06%, 66.98%, 10.32%,  2.70%,  5.87%, 25911.59, 1589.16, 6480.32, 26110.65 , 19, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 98.13%,0.00%, 0.23%, 1.40%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.55%,0.00%, 0.00%, 1.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.78%,0.00%, 36.11%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.08%,0.00%, 31.25%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 49.0, 0.0, 71.0, 0.0, 419.0, 4.491, 16
15, b-SLICE,   14, 33.25,       2640, 0,-1620555.00,29.600,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.51%,  0.17%,  0.84%,  4.21%,  0.00%,  0.51%,  1.18%,  2.02%, 71.72%, 11.78%,  1.85%,  5.22%, 26060.98, 1592.78, 6501.45, 26146.55 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.30%,0.00%, 0.00%, 0.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.65%,0.00%, 1.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 78.26%,0.00%, 21.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 63.24%,0.00%, 25.00%, 11.76%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 40.0, 0.0, 37.0, 0.0, 412.0, 2.327, 1
16, P-SLICE,   20, 31.26,       8864, 0,-1622491.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.14%, 0.28%,  0.00%,  0.69%, 0.69%,  1.11%,  3.61%, 0.00%,  1.11%,  0.28%,  1.11%,  8.89%,  0.00%,  0.14%,  0.00%,  0.42%, 56.81%, 15.28%,  2.50%,  6.94%, 26164.21, 1601.59, 6478.16, 27396.59 , 19, 253, 117.64, 76, 150, 130.99, 90, 179, 129.22, 0.00%, 98.08%,0.00%, 0.00%, 1.92%, 0.00%, 0.00%, 0.00%, 0.00%, 0.88%, 97.37%,0.00%, 0.88%, 0.88%, 0.00%, 0.00%, 0.00%, 0.00%, 21.21%, 54.55%,0.00%, 12.12%, 12.12%, 0.00%, 0.00%, 0.00%, 0.00%, 25.00%, 33.97%,0.00%, 27.56%, 13.46%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 39.0, 0.0, 36.0, 0.0, 358.0, 3.173, 6
17, B-SLICE,   18, 32.65,       5176, 0,-1623001.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.65%,  0.65%,  2.28%,  8.78%,  0.00%,  0.16%,  0.00%,  0.00%, 69.59%,  8.78%,  2.28%,  6.83%, 26078.09, 1594.21, 6509.99, 26551.92 , 19, 253, 117.65, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 99.07%,0.00%, 0.00%, 0.93%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.22%,0.00%, 3.39%, 3.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 39.29%, 10.71%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.75%,0.00%, 33.33%, 22.92%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 30.0, 0.0, 34.0, 0.0, 383.0, 4.380, 20
18, b-SLICE,   16, 33.02,       1800, 0,59.25,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.58%,  1.16%,  0.39%,  0.19%,  0.00%,  0.00%,  0.00%,  0.00%, 83.43%,  8.86%,  1.73%,  3.66%, 25977.57, 1592.44, 6500.96, 25997.03 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.31%,0.00%, 0.00%, 0.69%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 88.46%,0.00%, 1.92%, 9.62%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 81.82%,0.00%, 9.09%, 9.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.00%,0.00%, 5.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 46.0, 1.0, 62.0, 0.0, 422.0, 3.893, 10
19, b-SLICE,   17, 33.43,       3864, 0,-1621865.00,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.69%,  0.00%,  2.43%,  6.08%,  0.00%,  0.00%,  0.52%,  1.56%, 75.00%,  7.81%,  1.74%,  4.17%, 25986.78, 1592.21, 6502.62, 26214.74 , 18, 253, 117.65, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.08%,0.00%, 0.46%, 0.46%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.15%,0.00%, 40.74%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.53%,0.00%, 27.94%, 23.53%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 38.0, 0.0, 58.0, 0.0, 421.0, 3.662, 32
20, b-SLICE,   19, 33.22,       3288, 0,-1621314.00,29.600,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.17%,  0.69%,  1.55%,  4.32%,  0.00%,  0.35%,  1.04%,  1.04%, 74.61%,  8.81%,  2.42%,  5.01%, 26060.21, 1591.14, 6507.18, 26177.86 , 19, 253, 117.64, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 99.77%,0.00%, 0.00%, 0.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 92.98%,0.00%, 1.75%, 5.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.97%,0.00%, 17.24%, 13.79%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 58.33%,0.00%, 28.33%, 13.33%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 37.0, 0.0, 46.0, 0.0, 413.0, 3.440, 11
21, P-SLICE,   25, 31.78,       8872, 0,-1625430.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.14%,  0.00%, 0.00%,  0.00%,  0.27%, 0.96%,  0.96%,  4.25%, 0.00%,  0.69%,  0.14%,  1.65%, 10.29%,  0.00%,  0.55%,  0.00%,  0.96%, 56.65%, 14.27%,  2.06%,  6.17%, 26195.27, 1599.91, 6520.82, 27278.68 , 19, 253, 117.64, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 98.80%,0.00%, 0.24%, 0.96%, 0.00%, 0.00%, 0.00%, 0.00%, 0.91%, 98.18%,0.00%, 0.91%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 6.90%, 51.72%,0.00%, 27.59%, 13.79%, 0.00%, 0.00%, 0.00%, 0.00%, 26.16%, 30.23%,0.00%, 27.91%, 15.70%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 36.0, 0.0, 36.0, 0.0, 348.0, 3.578, 12
22, B-SLICE,   23, 33.43,       5040, 0,-1624636.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.47%,  0.00%,  2.65%, 11.06%,  0.00%,  0.00%,  0.00%,  2.02%, 66.67%,  9.50%,  2.02%,  5.61%, 26079.41, 1589.82, 6523.85, 26535.10 , 19, 253, 117.64, 76, 149, 130.98, 90, 179, 129.22, 0.00%, 99.53%,0.00%, 0.00%, 0.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 43.33%,0.00%, 26.67%, 30.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.83%,0.00%, 37.50%, 21.67%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 0.0, 44.0, 0.0, 392.0, 3.769, 13
23, b-SLICE,   21, 32.96,       3816, 0,5.19,29.600,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.37%,  0.51%,  1.54%,  6.32%,  0.00%,  0.34%,  0.68%,  1.03%, 73.16%,  6.67%,  2.74%,  5.64%, 26046.05, 1588.87, 6522.56, 26199.62 , 19, 253, 117.63, 76, 150, 130.98, 90, 179, 129.22, 0.00%, 98.17%,0.00%, 0.23%, 1.61%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.18%,0.00%, 2.27%, 4.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.97%,0.00%, 20.69%, 10.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.32%,0.00%, 32.89%, 15.79%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 35.0, 15.0, 50.0, 0.0, 427.0, 2.636, 26
