Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 35.90,       1152, 0,-1629943.00,30.271,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.26%,  0.13%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 44.23%, 53.08%,  1.79%,  0.51%, 13793.72, 1102.05, 3634.77, 13809.11 , 19, 253, 117.66, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.52%,0.00%, 0.00%, 0.48%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.33%,0.00%, 6.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 50.0, 1.0, 65.0, 0.0, 383.0, 3.722, 67
11, P-SLICE,   15, 31.45,      11800, 0,-1630623.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.08%,  0.00%,  0.00%, 0.16%,  0.16%,  0.41%, 1.06%,  0.41%,  2.38%, 0.00%,  0.49%,  0.57%,  0.90%,  7.78%,  0.00%,  0.16%,  0.33%,  0.66%, 22.11%, 53.48%,  4.75%,  4.10%, 13501.89, 1106.53, 3655.43, 16978.80 , 18, 253, 117.66, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 97.83%,0.00%, 0.00%, 2.17%, 0.00%, 0.00%, 0.00%, 0.00%, 0.15%, 98.79%,0.00%, 0.60%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 10.98%, 75.61%,0.00%, 6.10%, 7.32%, 0.00%, 0.00%, 0.00%, 0.00%, 23.50%, 29.00%,0.00%, 32.00%, 15.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 42.0, 0.0, 35.0, 0.0, 350.0, 3.676, 41
12, B-SLICE,   13, 34.85,       2472, 0,-1631919.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.56%,  0.90%,  3.27%,  0.00%,  0.34%,  0.68%,  1.35%, 37.39%, 50.90%,  2.03%,  2.59%, 13966.08, 1104.10, 3675.98, 14320.40 , 18, 253, 117.66, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.91%,0.00%, 1.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 21.88%, 3.12%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 54.69%,0.00%, 37.50%, 7.81%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.0, 0.0, 33.0, 0.0, 35.0, 0.0, 376.0, 4.069, 21
13, b-SLICE,   11, 35.80,       2616, 0,4.95,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.43%,  1.99%,  3.26%,  0.00%,  0.43%,  0.99%,  0.28%, 55.32%, 31.35%,  2.70%,  3.26%, 14064.08, 1112.32, 3656.81, 14820.42 , 18, 253, 117.66, 76, 149, 130.97, 90, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.68%,0.00%, 0.88%, 0.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.00%,0.00%, 27.50%, 7.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.08%,0.00%, 39.58%, 8.33%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 33.0, 6.0, 30.0, 0.0, 397.0, 4.153, 7
14, b-SLICE,   12, 35.84,       2680, 0,-1631366.00,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.14%,  0.41%,  1.38%,  5.53%,  0.00%,  0.55%,  0.97%,  1.52%, 53.80%, 30.43%,  2.35%,  2.90%, 14120.27, 1107.74, 3659.68, 14571.91 , 18, 253, 117.66, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 99.74%,0.00%, 0.26%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.68%,0.00%, 1.32%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.59%,0.00%, 20.59%, 8.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.44%,0.00%, 44.44%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 27.0, 0.0, 34.0, 0.0, 399.0, 5.864, 78
15, b-SLICE,   14, 36.00,       1056, 0,-1630623.00,30.271,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.12%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 40.96%, 57.07%,  1.35%,  0.49%, 13559.39, 1102.85, 3673.92, 13559.39 , 18, 253, 117.66, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.78%,0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 25.0, 0.0, 35.0, 2.0, 404.0, 5.633, 3
16, P-SLICE,   20, 30.73,      14600, 0,-1632655.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.08%,  0.16%,  0.63%, 1.11%,  0.56%,  3.49%, 0.00%,  0.71%,  0.16%,  0.71%,  8.49%,  0.00%,  0.08%,  0.08%,  1.59%, 21.35%, 51.43%,  5.24%,  4.13%, 13480.53, 1103.85, 3676.12, 16733.01 , 19, 253, 117.67, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 96.76%,0.00%, 0.00%, 3.24%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.69%,0.00%, 0.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 12.64%, 77.01%,0.00%, 5.75%, 4.60%, 0.00%, 0.00%, 0.00%, 0.00%, 26.64%, 29.51%,0.00%, 33.20%, 10.66%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 38.0, 0.0, 36.0, 0.0, 352.0, 4.560, 37
17, B-SLICE,   18, 34.70,       3480, 0,-1633772.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.21%,  1.80%,  6.37%,  0.00%,  0.32%,  0.74%,  1.91%, 35.24%, 47.45%,  3.18%,  2.76%, 14087.34, 1114.84, 3687.28, 14555.38 , 19, 253, 117.67, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.56%,0.00%, 0.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 68.52%,0.00%, 27.78%, 3.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.31%,0.00%, 45.19%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 37.0, 4.0, 41.0, 0.0, 374.0, 3.413, 25
18, b-SLICE,   16, 35.90,       1864, 0,5.01,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.58%,  1.88%,  2.45%,  0.00%,  0.29%,  1.15%,  0.58%, 56.13%, 32.76%,  2.02%,  2.16%, 14215.11, 1110.11, 3678.34, 14415.61 , 18, 253, 117.65, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.28%,0.00%, 1.72%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.86%,0.00%, 37.14%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.78%,0.00%, 36.11%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 39.0, 16.0, 32.0, 3.0, 401.0, 2.671, 3
19, b-SLICE,   17, 35.70,       1992, 0,-1631290.00,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.87%,  1.75%,  2.04%,  0.00%,  0.58%,  0.73%,  0.00%, 56.62%, 32.46%,  2.91%,  2.04%, 14310.00, 1116.10, 3696.03, 14506.83 , 18, 253, 117.66, 76, 150, 130.98, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.42%,0.00%, 2.58%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 67.57%,0.00%, 29.73%, 2.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 35.71%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 26.0, 0.0, 38.0, 0.0, 414.0, 4.391, 27
20, b-SLICE,   19, 35.90,       1776, 0,-1632747.00,30.271,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.23%,  0.92%,  1.03%,  0.00%,  0.23%,  0.57%,  0.00%, 38.03%, 52.12%,  3.32%,  3.55%, 14043.34, 1106.30, 3704.98, 14174.44 , 19, 253, 117.67, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.56%,0.00%, 0.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 80.95%,0.00%, 19.05%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 77.50%,0.00%, 12.50%, 10.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 38.0, 0.0, 57.0, 0.0, 406.0, 3.731, 36
21, P-SLICE,   25, 31.14,      12032, 0,-1629109.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.08%, 0.17%,  0.34%,  0.59%, 1.18%,  0.92%,  2.43%, 0.00%,  0.59%,  0.25%,  0.76%,  8.65%,  0.00%,  0.08%,  0.08%,  0.76%, 23.76%, 50.55%,  4.62%,  4.20%, 13523.18, 1102.38, 3690.32, 15843.37 , 19, 253, 117.66, 76, 150, 130.98, 89, 180, 129.23, 0.00%, 97.59%,0.00%, 0.00%, 2.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.16%, 99.34%,0.00%, 0.00%, 0.49%, 0.00%, 0.00%, 0.00%, 0.00%, 16.67%, 71.79%,0.00%, 2.56%, 8.97%, 0.00%, 0.00%, 0.00%, 0.00%, 25.00%, 27.31%,0.00%, 31.94%, 15.74%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 0.0, 37.0, 0.0, 34.0, 0.0, 258.0, 4.776, 56
22, B-SLICE,   23, 34.80,       3448, 0,-1630398.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.57%,  1.25%,  4.21%,  0.00%,  0.23%,  0.34%,  0.80%, 38.68%, 47.67%,  2.62%,  3.64%, 14100.57, 1101.62, 3713.90, 14776.72 , 19, 253, 117.66, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 98.83%,0.00%, 1.17%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.27%,0.00%, 29.73%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.32%,0.00%, 38.16%, 10.53%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 38.0, 8.0, 38.0, 0.0, 377.0, 3.307, 75
23, b-SLICE,   21, 36.00,        840, 0,59.64,30.271,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.16%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 63.93%, 33.49%,  2.42%,  0.00%, 13476.59, 1098.40, 3706.61, 13476.59 , 19, 253, 117.67, 76, 150, 130.97, 89, 179, 129.23, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.75%,0.00%, 6.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 41.0, 0.0, 60.0, 0.0, 423.0, 7.120, 63
