Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 35.00,        568, 0,-1613769.00,29.600,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 97.82%,  0.65%,  0.65%,  0.87%, 35413.60, 2365.12, 7640.94, 35413.60 , 19, 252, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 36.0, 0.0, 43.0, 1.0, 386.0, 4.189, 22
11, P-SLICE,   15, 33.10,       1976, 0,-1611161.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.20%,  0.00%,  0.00%, 0.00%,  0.40%,  0.00%,  0.20%,  4.56%,  0.00%,  0.00%,  0.00%,  0.00%, 88.10%,  2.38%,  0.99%,  3.17%, 35638.28, 2367.79, 7646.91, 35978.86 , 18, 253, 117.89, 76, 149, 130.95, 90, 179, 129.24, 0.00%, 99.55%,0.00%, 0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 83.33%,0.00%, 16.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 2.50%, 40.00%,0.00%, 30.00%, 27.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 42.0, 0.0, 34.0, 0.0, 348.0, 3.538, 20
12, B-SLICE,   13, 35.00,        816, 0,-1612649.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.21%,  0.00%,  0.43%,  0.64%,  0.00%,  0.00%,  0.00%,  0.00%, 95.73%,  0.43%,  0.64%,  1.92%, 35417.22, 2360.62, 7667.90, 35458.56 , 18, 252, 117.90, 76, 150, 130.95, 90, 179, 129.25, 0.00%, 99.78%,0.00%, 0.00%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 60.00%,0.00%, 20.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.0, 0.0, 35.0, 1.0, 34.0, 0.0, 374.0, 5.498, 17
13, b-SLICE,   11, 35.00,        944, 0,59.00,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.32%,  0.44%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 97.79%,  0.44%,  0.00%,  0.00%, 35325.57, 2360.61, 7667.10, 35372.81 , 19, 252, 117.89, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 98.66%,0.00%, 0.00%, 1.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 46.0, 4.0, 35.0, 0.0, 421.0, 4.136, 207
14, b-SLICE,   12, 35.00,        704, 0,-1612460.00,29.600,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.22%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 97.82%,  0.44%,  1.53%,  0.00%, 35409.19, 2366.19, 7677.30, 35409.19 , 19, 252, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 48.0, 0.0, 60.0, 0.0, 423.0, 4.702, 27
15, b-SLICE,   14, 35.00,        640, 0,-1612697.00,29.600,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 99.12%,  0.88%,  0.00%,  0.00%, 35468.55, 2369.26, 7679.02, 35468.55 , 19, 252, 117.90, 76, 150, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 51.0, 0.0, 42.0, 0.0, 415.0, 3.522, 47
16, P-SLICE,   20, 33.72,       3240, 0,-1623888.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.20%,  0.00%,  0.00%, 0.00%,  6.22%,  0.40%,  1.00%,  2.01%,  0.00%,  0.60%,  0.00%,  0.00%, 83.13%,  2.21%,  0.80%,  3.41%, 36910.50, 2395.17, 7778.92, 37554.37 , 19, 252, 118.87, 76, 150, 130.96, 90, 179, 129.26, 0.00%, 93.03%,0.00%, 2.25%, 4.72%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 6.25%, 6.25%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.44%,0.00%, 55.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 3.57%, 60.71%,0.00%, 17.86%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 12.0, 36.0, 0.0, 46.0, 0.0, 363.0, 4.473, 33
17, B-SLICE,   18, 35.00,       1368, 0,-1612891.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.28%,  0.64%,  0.85%,  0.21%,  0.00%,  0.00%,  0.00%,  0.00%, 94.23%,  1.50%,  0.64%,  0.64%, 35478.30, 2358.26, 7667.03, 35576.87 , 19, 253, 117.90, 76, 149, 130.94, 90, 179, 129.25, 0.00%, 98.66%,0.00%, 0.22%, 1.12%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 70.00%,0.00%, 10.00%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.86%,0.00%, 42.86%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 1.0, 28.0, 3.0, 35.0, 0.0, 406.0, 4.187, 37
18, b-SLICE,   16, 35.00,        848, 0,5.28,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.44%,  0.44%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 98.68%,  0.44%,  0.00%,  0.00%, 35450.35, 2362.22, 7681.66, 35474.41 , 18, 253, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 99.55%,0.00%, 0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.00%,0.00%, 25.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 39.0, 5.0, 30.0, 0.0, 445.0, 4.058, 5
19, b-SLICE,   17, 35.00,        792, 0,-1610810.00,29.600,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.44%,  0.22%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 98.68%,  0.66%,  0.00%,  0.00%, 35492.23, 2362.29, 7668.00, 35522.26 , 18, 253, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 99.78%,0.00%, 0.00%, 0.45%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 50.0, 0.0, 46.0, 0.0, 439.0, 5.002, 16
20, b-SLICE,   19, 35.00,        984, 0,-1623906.00,29.600,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.10%,  0.22%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 97.15%,  1.54%,  0.00%,  0.00%, 36466.56, 2393.77, 7814.82, 36477.22 , 19, 252, 118.87, 76, 150, 130.96, 90, 179, 129.26, 0.00%, 98.88%,0.00%, 0.90%, 0.22%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.50%,0.00%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 49.0, 0.0, 37.0, 0.0, 430.0, 4.211, 38
21, P-SLICE,   25, 33.12,       2280, 0,-1609856.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.20%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.61%,  0.61%,  1.42%,  1.42%,  0.00%,  0.00%,  0.00%,  0.00%, 89.84%,  2.44%,  0.81%,  2.64%, 35915.03, 2409.67, 7613.34, 36375.08 , 20, 253, 118.89, 76, 150, 131.00, 89, 179, 129.29, 0.00%, 99.33%,0.00%, 0.00%, 0.67%, 0.00%, 0.00%, 0.00%, 0.00%, 6.25%, 75.00%,0.00%, 0.00%, 18.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 36.36%,0.00%, 45.45%, 18.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 65.00%,0.00%, 20.00%, 15.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 34.0, 0.0, 32.0, 0.0, 369.0, 2.678, 7
22, B-SLICE,   23, 35.00,       1072, 0,-1625414.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.65%,  0.22%,  0.43%,  0.22%,  0.00%,  0.00%,  0.00%,  0.00%, 96.32%,  1.30%,  0.22%,  0.65%, 36382.41, 2389.86, 7835.81, 36430.71 , 19, 252, 118.88, 76, 150, 130.96, 90, 179, 129.26, 0.00%, 99.32%,0.00%, 0.00%, 0.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 85.71%,0.00%, 14.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 33.33%,0.00%, 66.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 44.0, 0.0, 59.0, 0.0, 420.0, 5.478, 29
23, b-SLICE,   21, 35.00,       1080, 0,5.31,29.600,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.10%,  0.66%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 97.15%,  1.10%,  0.00%,  0.00%, 36310.04, 2389.91, 7830.49, 36350.21 , 19, 252, 118.87, 75, 150, 130.97, 90, 179, 129.26, 0.00%, 98.88%,0.00%, 0.45%, 0.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 62.50%,0.00%, 12.50%, 25.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 44.0, 36.0, 34.0, 25.0, 478.0, 2.607, 5
