Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, 4x4, Inter 32x32, Inter 16x16, Skip 32x32, Skip 16x16, Merge 32x32, Merge 16x16, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, B-SLICE,   10, 32.51,     129608, 0,-5323909.00,30.271,14, 8 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.78%, 29.61%,  0.00%,  3.58%, 41.97%, 13.06%, 19259.68, 1153.30, 1701.15, 27237.42 , 1, 246, 97.22, 86, 165, 131.83, 63, 195, 125.99, 0.00%, 78.16%,0.00%, 12.18%, 9.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 35.99%,0.00%, 32.06%, 32.06%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 525.0, 13.0, 86.0, 0.0, 1855.0, 5.960, 247
11, b-SLICE,    9, 32.18,      66440, 0,3.95,29.741,16, 8 ,10 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.25%, 18.55%,  0.00%,  2.64%, 56.51%, 13.05%, 17989.58, 1089.93, 1674.74, 21740.91 , 0, 247, 97.28, 88, 165, 131.91, 68, 194, 125.99, 0.00%, 85.95%,0.00%, 8.13%, 5.95%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 45.82%,0.00%, 32.88%, 21.30%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 525.0, 11.0, 68.0, 0.0, 1865.0, 5.221, 174
12, b-SLICE,   11, 32.35,      65200, 0,-5263221.00,29.741,15, 10 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.65%, 16.28%,  0.00%,  2.26%, 57.19%, 15.62%, 17358.04, 1088.16, 1582.91, 21188.98 , 3, 246, 97.38, 87, 165, 131.91, 65, 193, 126.12, 0.00%, 86.84%,0.00%, 6.75%, 6.41%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 52.34%,0.00%, 27.66%, 20.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 524.0, 5.0, 57.0, 0.0, 1742.0, 5.928, 496
13, P-SLICE,   16, 31.65,     251400, 0,-5268772.00,28.000,11, 12 , -, 0.74%,  1.65%,  4.21%, 1.76%,  1.55%,  6.76%, 0.00%, 10.76%, 35.21%,  0.00%,  3.72%, 19.85%, 13.78%, 18752.09, 1167.37, 1490.54, 36875.30 , 4, 247, 97.37, 88, 164, 132.03, 64, 193, 126.11, 17.79%, 53.33%,0.00%, 13.89%, 15.05%, 0.00%, 0.00%, 0.00%, 0.00%, 16.07%, 27.91%,0.00%, 22.16%, 33.95%, 0.00%, 0.00%, 0.00%, 0.00%, 508.0, 0.0, 16.0, 0.0, 126.0, 0.0, 1087.0, 9.779, 594
14, B-SLICE,   14, 32.13,     126152, 0,-5324998.00,30.271,14, 12 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.12%, 27.61%,  0.00%,  3.49%, 41.82%, 14.96%, 18976.54, 1181.42, 1607.17, 27216.95 , 3, 249, 97.25, 86, 165, 131.87, 62, 197, 126.09, 0.00%, 77.54%,0.00%, 12.38%, 10.13%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.05%,0.00%, 32.21%, 27.74%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 520.0, 9.0, 91.0, 0.0, 2100.0, 5.527, 363
15, b-SLICE,   13, 32.39,      65304, 0,3.58,29.741,16, 12 ,14 16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.55%, 17.08%,  0.00%,  3.21%, 56.15%, 15.01%, 17571.92, 1103.43, 1551.87, 21817.09 , 3, 249, 97.39, 86, 165, 131.91, 64, 195, 126.15, 0.00%, 86.78%,0.00%, 7.92%, 5.31%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.62%,0.00%, 30.56%, 17.82%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 521.0, 14.0, 74.0, 1.0, 2115.0, 4.574, 189
16, b-SLICE,   15, 32.54,      84840, 0,-5266571.00,29.741,15, 14 ,16 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.39%, 22.35%,  0.00%,  4.03%, 46.60%, 15.63%, 17729.89, 1117.38, 1480.16, 21991.46 , 4, 250, 97.40, 86, 164, 131.99, 65, 194, 126.15, 0.00%, 80.39%,0.00%, 9.94%, 9.72%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 46.80%,0.00%, 29.77%, 23.43%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 521.0, 9.0, 68.0, 1.0, 2102.0, 5.821, 436
17, P-SLICE,   20, 31.47,     245632, 0,-5313010.00,28.000,11, 16 , -, 0.99%,  1.92%,  3.37%, 1.37%,  1.43%,  5.96%, 0.00%, 11.11%, 35.59%,  0.00%,  3.92%, 20.58%, 13.77%, 18804.84, 1186.02, 1441.43, 36628.02 , 0, 248, 97.30, 84, 164, 132.05, 65, 194, 126.05, 16.54%, 54.20%,0.00%, 13.25%, 16.01%, 0.00%, 0.00%, 0.00%, 0.00%, 14.12%, 28.53%,0.00%, 24.38%, 33.00%, 0.00%, 0.00%, 0.00%, 0.00%, 503.0, 0.0, 19.0, 0.0, 124.0, 0.0, 1079.0, 8.744, 646
18, B-SLICE,   18, 31.87,     109376, 0,-5303721.00,30.271,14, 16 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.62%, 24.32%,  0.00%,  2.65%, 47.93%, 14.47%, 18651.60, 1164.51, 1519.90, 25843.37 , 2, 247, 97.17, 82, 164, 132.04, 65, 194, 126.02, 0.00%, 81.99%,0.00%, 10.10%, 8.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 41.37%,0.00%, 30.21%, 28.55%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 544.0, 13.0, 79.0, 0.0, 2125.0, 5.306, 328
19, b-SLICE,   17, 32.69,      60584, 0,3.78,29.741,16, 16 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.46%, 16.34%,  0.00%,  2.82%, 58.82%, 12.56%, 17366.06, 1111.31, 1478.60, 20814.40 , 3, 246, 97.33, 83, 164, 132.07, 66, 191, 126.11, 0.00%, 86.13%,0.00%, 8.77%, 5.09%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.49%,0.00%, 33.54%, 17.97%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 545.0, 14.0, 93.0, 0.0, 2142.0, 4.950, 194
20, b-SLICE,   19, 32.18,      62304, 0,-5265662.00,29.741,15, 18 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.69%, 17.57%,  0.00%,  2.97%, 57.83%, 13.95%, 17060.59, 1118.43, 1438.91, 20266.19 , 2, 247, 97.33, 84, 164, 132.11, 66, 192, 126.08, 0.00%, 88.24%,0.00%, 6.01%, 5.75%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.04%,0.00%, 29.86%, 21.10%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 545.0, 8.0, 70.0, 3.0, 2131.0, 5.020, 287
21, P-SLICE,   24, 31.65,     235736, 0,-5354979.00,28.000,11, 20 , -, 0.87%,  1.97%,  2.80%, 1.49%,  1.43%,  6.12%, 0.00%,  9.28%, 34.17%,  0.00%,  4.15%, 23.26%, 14.46%, 19034.72, 1229.35, 1407.37, 37876.70 , 3, 250, 97.27, 86, 165, 132.01, 63, 191, 126.09, 14.79%, 60.89%,0.00%, 11.72%, 12.60%, 0.00%, 0.00%, 0.00%, 0.00%, 14.65%, 30.17%,0.00%, 23.88%, 31.62%, 0.00%, 0.00%, 0.00%, 0.00%, 527.0, 0.0, 18.0, 0.0, 121.0, 0.0, 1098.0, 9.850, 834
22, B-SLICE,   22, 32.11,     116088, 0,-5375848.00,30.271,14, 20 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 10.01%, 25.45%,  0.00%,  2.90%, 45.87%, 15.76%, 18998.52, 1249.33, 1487.37, 26933.05 , 3, 247, 97.21, 84, 166, 131.93, 60, 195, 125.98, 0.00%, 82.11%,0.00%, 10.25%, 7.68%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.30%,0.00%, 29.83%, 27.87%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 273.0, 9.0, 86.0, 0.0, 1877.0, 5.839, 397
23, b-SLICE,   21, 32.51,      60648, 0,3.72,29.741,16, 20 ,22 24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.61%, 14.86%,  0.00%,  2.79%, 60.71%, 13.03%, 17816.58, 1165.53, 1446.37, 21684.43 , 2, 250, 97.29, 84, 165, 132.02, 67, 194, 126.05, 0.00%, 87.58%,0.00%, 8.47%, 3.95%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.63%,0.00%, 30.60%, 17.86%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 271.0, 11.0, 72.0, 0.0, 1890.0, 4.852, 257
24, b-SLICE,   23, 32.19,      57680, 0,-5314819.00,29.741,15, 22 ,24 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.32%, 16.42%,  0.00%,  3.08%, 60.18%, 14.00%, 17344.59, 1178.61, 1405.83, 21446.22 , 0, 248, 97.33, 86, 165, 132.04, 64, 191, 126.08, 0.00%, 90.47%,0.00%, 5.14%, 4.39%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.99%,0.00%, 26.99%, 22.02%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 271.0, 5.0, 58.0, 1.0, 1884.0, 4.885, 248
25, P-SLICE,   28, 31.63,     251056, 0,-5292630.00,28.000,11, 24 , -, 1.46%,  2.60%,  3.94%, 1.40%,  1.56%,  6.78%, 0.00%, 11.92%, 35.11%,  0.00%,  4.16%, 17.67%, 13.42%, 18642.11, 1273.94, 1342.14, 36270.42 , 0, 248, 97.05, 86, 165, 131.98, 64, 194, 126.14, 21.32%, 47.06%,0.00%, 14.55%, 17.23%, 0.00%, 0.00%, 0.00%, 0.00%, 15.59%, 28.20%,0.00%, 24.12%, 32.22%, 0.00%, 0.00%, 0.00%, 0.00%, 256.0, 0.0, 16.0, 0.0, 134.0, 0.0, 851.0, 10.167, 752
26, B-SLICE,   26, 31.63,     125312, 0,-5409142.00,30.271,14, 24 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 14.12%, 24.80%,  0.00%,  2.78%, 44.29%, 14.02%, 19528.88, 1302.91, 1483.96, 27880.73 , 3, 247, 96.91, 85, 165, 131.85, 58, 198, 126.08, 0.00%, 75.85%,0.00%, 12.53%, 11.66%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 40.38%,0.00%, 30.27%, 29.35%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 520.0, 10.0, 91.0, 0.0, 1872.0, 5.817, 440
27, b-SLICE,   25, 32.22,      59496, 0,3.63,29.741,16, 24 ,26 28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  6.96%, 16.18%,  0.00%,  2.73%, 61.93%, 12.21%, 17543.93, 1189.36, 1414.50, 21372.05 , 0, 249, 97.25, 86, 165, 132.03, 64, 193, 126.14, 0.00%, 89.88%,0.00%, 6.36%, 3.76%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 48.12%,0.00%, 31.47%, 20.49%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 519.0, 14.0, 65.0, 2.0, 1884.0, 4.654, 346
28, b-SLICE,   27, 32.21,      59400, 0,-5304086.00,29.741,15, 26 ,28 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.18%, 15.93%,  0.00%,  2.09%, 60.01%, 13.79%, 17510.08, 1234.52, 1374.02, 20926.20 , 3, 246, 97.07, 85, 165, 131.97, 62, 193, 126.16, 0.00%, 88.07%,0.00%, 6.13%, 5.88%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.91%,0.00%, 28.46%, 21.63%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 519.0, 8.0, 52.0, 1.0, 1879.0, 5.800, 310
29, P-SLICE,   32, 31.80,     251096, 0,-5391010.00,28.000,11, 28 , -, 1.12%,  2.11%,  3.49%, 1.54%,  1.54%,  7.07%, 0.00%,  9.00%, 34.95%,  0.00%,  4.44%, 21.99%, 12.75%, 19204.49, 1288.07, 1373.57, 39585.61 , 3, 249, 97.06, 86, 165, 131.76, 64, 198, 126.29, 17.87%, 58.39%,0.00%, 12.95%, 10.95%, 0.00%, 0.00%, 0.00%, 0.00%, 16.30%, 27.62%,0.00%, 28.41%, 27.71%, 0.00%, 0.00%, 0.00%, 0.00%, 502.0, 0.0, 17.0, 0.0, 122.0, 0.0, 826.0, 10.179, 787
30, B-SLICE,   30, 32.39,     127592, 0,-5412198.00,30.271,14, 28 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.71%, 25.78%,  0.00%,  3.61%, 41.10%, 16.80%, 19064.28, 1292.55, 1432.64, 27733.31 , 1, 246, 96.93, 85, 167, 131.85, 59, 195, 126.15, 0.00%, 76.40%,0.00%, 14.05%, 9.59%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.21%,0.00%, 33.67%, 22.18%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 516.0, 11.0, 95.0, 0.0, 1868.0, 6.331, 342
31, b-SLICE,   29, 32.02,      54944, 0,3.83,29.741,16, 28 ,30 32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  7.72%, 15.53%,  0.00%,  2.92%, 60.04%, 13.79%, 17098.33, 1232.42, 1351.24, 20020.24 , 5, 247, 97.08, 84, 165, 131.98, 61, 195, 126.18, 0.00%, 88.59%,0.00%, 7.10%, 4.32%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 51.83%,0.00%, 29.70%, 18.47%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 515.0, 14.0, 62.0, 1.0, 1879.0, 4.694, 214
32, b-SLICE,   31, 32.45,      76392, 0,-5361241.00,29.741,15, 30 ,32 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 11.17%, 19.65%,  0.00%,  3.53%, 51.72%, 13.93%, 17694.34, 1246.11, 1343.56, 22588.29 , 2, 250, 97.12, 86, 165, 131.90, 65, 194, 126.27, 0.00%, 82.28%,0.00%, 11.24%, 6.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 47.05%,0.00%, 35.23%, 17.72%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 515.0, 8.0, 71.0, 0.0, 1874.0, 6.626, 437
33, P-SLICE,   36, 31.65,     231696, 0,-5375568.00,28.000,11, 32 , -, 1.07%,  2.26%,  3.42%, 1.69%,  1.59%,  6.46%, 0.00%,  8.84%, 31.86%,  0.00%,  4.43%, 22.59%, 15.79%, 19305.84, 1263.87, 1344.24, 38624.83 , 2, 246, 96.93, 83, 166, 131.61, 66, 198, 126.51, 17.73%, 59.18%,0.00%, 11.37%, 11.84%, 0.00%, 0.00%, 0.00%, 0.00%, 15.80%, 32.79%,0.00%, 24.15%, 27.50%, 0.00%, 0.00%, 0.00%, 0.00%, 498.0, 0.0, 17.0, 0.0, 116.0, 0.0, 1067.0, 9.700, 674
34, B-SLICE,   34, 31.56,     109576, 0,-5427107.00,30.271,14, 32 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.67%, 24.03%,  0.00%,  2.98%, 45.74%, 14.58%, 19169.10, 1294.68, 1427.39, 27873.99 , 3, 249, 97.00, 84, 165, 131.59, 62, 201, 126.36, 0.00%, 78.33%,0.00%, 11.27%, 10.44%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 42.22%,0.00%, 34.01%, 23.77%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 523.0, 11.0, 81.0, 0.0, 1846.0, 5.978, 287
35, b-SLICE,   33, 32.34,      57376, 0,3.82,29.741,16, 32 ,34 36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  9.63%, 16.30%,  0.00%,  3.27%, 58.39%, 12.42%, 17511.96, 1237.18, 1371.76, 21012.15 , 4, 247, 97.04, 88, 165, 131.73, 64, 196, 126.36, 0.00%, 85.82%,0.00%, 8.42%, 5.77%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 49.03%,0.00%, 31.95%, 19.01%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 523.0, 11.0, 72.0, 1.0, 1857.0, 5.008, 346
36, b-SLICE,   35, 32.67,      60880, 0,-5366161.00,29.741,15, 34 ,36 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  8.75%, 16.19%,  0.00%,  2.20%, 58.25%, 14.60%, 17352.99, 1219.19, 1349.84, 21570.44 , 2, 247, 97.06, 84, 166, 131.65, 66, 198, 126.49, 0.00%, 86.93%,0.00%, 7.37%, 5.70%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 50.93%,0.00%, 25.84%, 23.23%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 522.0, 5.0, 58.0, 1.0, 1851.0, 6.280, 496
37, P-SLICE,   40, 31.36,     237328, 0,-5362100.00,28.000,11, 36 , -, 1.36%,  2.20%,  3.24%, 1.74%,  1.48%,  7.32%, 0.00%, 10.03%, 33.37%,  0.00%,  4.25%, 21.05%, 13.95%, 19038.60, 1249.43, 1315.74, 37023.12 , 0, 250, 96.59, 84, 165, 131.74, 65, 195, 126.47, 17.99%, 55.49%,0.00%, 13.39%, 13.13%, 0.00%, 0.00%, 0.00%, 0.00%, 17.05%, 29.39%,0.00%, 22.67%, 31.21%, 0.00%, 0.00%, 0.00%, 0.00%, 506.0, 0.0, 17.0, 0.0, 130.0, 0.0, 1072.0, 9.666, 692
38, B-SLICE,   38, 32.00,     110664, 0,-5401475.00,30.271,14, 36 ,40 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%, 12.60%, 23.32%,  0.00%,  3.13%, 45.53%, 15.42%, 19157.44, 1268.39, 1395.51, 27283.11 , 2, 247, 96.69, 82, 167, 131.57, 65, 200, 126.47, 0.00%, 78.44%,0.00%, 11.57%, 10.17%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 44.30%,0.00%, 30.04%, 25.67%, 0.00%, 0.00%, 0.00%, 0.00%, 0.0, 0.0, 529.0, 11.0, 88.0, 0.0, 2102.0, 5.528, 257
