Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, RateFactor, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 32x32, Inter 16x16, Inter 8x8, Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
10, b-SLICE,    9, 35.76,       1112, 0,-1613769.00,30.271,26, 8 5 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.11%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 35.13%, 60.27%,  4.49%,  0.00%, 12715.97, 1045.70, 3609.12, 12718.68 , 19, 252, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.81%,0.00%, 0.00%, 0.19%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 43.0, 0.0, 70.0, 0.0, 387.0, 3.258, 76
11, P-SLICE,   15, 31.54,       4640, 0,-1611161.00,28.000,21, 10 8 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.20%,  0.00%,  0.00%, 0.00%,  0.20%,  1.51%,  0.40%,  3.22%,  0.00%,  0.00%,  0.00%,  0.00%, 30.31%, 55.69%,  6.24%,  2.22%, 12754.02, 1045.36, 3594.73, 13258.20 , 18, 253, 117.89, 76, 149, 130.95, 90, 179, 129.24, 0.00%, 99.34%,0.00%, 0.00%, 0.66%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.36%,0.00%, 0.35%, 2.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.94%,0.00%, 3.03%, 3.03%, 0.00%, 0.00%, 0.00%, 0.00%, 3.57%, 39.29%,0.00%, 41.07%, 16.07%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 42.0, 0.0, 35.0, 0.0, 350.0, 4.056, 103
12, B-SLICE,   13, 35.00,       1136, 0,-1612649.00,30.271,24, 10 8 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.12%,  0.23%,  0.00%,  0.00%,  0.00%,  0.00%, 38.36%, 55.79%,  4.80%,  0.70%, 12798.62, 1044.70, 3614.93, 12803.08 , 18, 252, 117.90, 76, 150, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.62%,0.00%, 2.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 12.50%, 12.50%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 2.0, 0.0, 61.0, 0.0, 86.0, 0.0, 394.0, 3.711, 190
13, b-SLICE,   11, 36.00,        832, 0,59.00,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.17%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 67.16%, 28.69%,  3.98%,  0.00%, 12575.41, 1046.16, 3610.25, 12575.41 , 19, 252, 117.89, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.43%,0.00%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 3.0, 55.0, 42.0, 39.0, 25.0, 423.0, 2.147, 3
14, b-SLICE,   12, 36.00,        824, 0,-1612460.00,30.271,27, 10 8 ,13 15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 66.34%, 29.06%,  4.60%,  0.00%, 12824.69, 1047.20, 3618.28, 12824.69 , 19, 252, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 50.0, 37.0, 36.0, 17.0, 422.0, 1.618, 9
15, b-SLICE,   14, 36.00,       1008, 0,-1612697.00,30.271,26, 13 10 ,15 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 39.17%, 56.55%,  4.29%,  0.00%, 12814.57, 1046.75, 3621.49, 12814.57 , 19, 252, 117.90, 76, 150, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 49.0, 28.0, 39.0, 6.0, 414.0, 2.084, 2
16, P-SLICE,   20, 26.67,      14696, 0,-1623888.00,28.000,21, 15 13 , -, 0.00%,  0.00%,  0.00%, 0.27%,  0.36%,  0.63%, 0.27%,  0.18%,  0.00%, 0.00%,  0.00%,  0.27%, 0.00%,  8.04%, 11.74%,  2.98%,  4.88%,  0.00%,  0.90%,  0.18%,  0.00%, 18.34%, 39.84%,  7.59%,  3.52%, 13359.12, 1059.57, 3712.98, 14119.96 , 19, 252, 118.87, 76, 150, 130.96, 90, 179, 129.26, 0.00%, 69.52%,0.00%, 9.93%, 20.55%, 0.00%, 0.00%, 0.00%, 0.00%, 2.35%, 75.80%,0.00%, 4.87%, 16.97%, 0.00%, 0.00%, 0.00%, 0.00%, 4.03%, 69.35%,0.00%, 5.65%, 20.97%, 0.00%, 0.00%, 0.00%, 0.00%, 3.12%, 40.62%,0.00%, 32.29%, 23.96%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 13.0, 40.0, 1.0, 82.0, 0.0, 380.0, 3.604, 147
17, B-SLICE,   18, 34.98,       1416, 0,-1612891.00,30.271,24, 15 13 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.13%,  0.26%,  0.00%,  0.51%,  0.00%,  0.77%,  0.00%,  0.00%, 44.57%, 49.17%,  3.07%,  1.53%, 12896.12, 1041.46, 3624.34, 12924.85 , 19, 253, 117.90, 76, 149, 130.94, 90, 179, 129.25, 0.00%, 99.71%,0.00%, 0.29%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 99.49%,0.00%, 0.51%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 75.00%,0.00%, 18.75%, 6.25%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 10.0, 41.0, 29.0, 35.0, 18.0, 408.0, 2.567, 1
18, b-SLICE,   16, 36.00,        776, 0,5.28,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 72.63%, 24.56%,  2.81%,  0.00%, 13012.97, 1043.09, 3633.96, 13012.97 , 18, 253, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 28.0, 28.0, 15.0, 31.0, 4.0, 442.0, 2.047, 3
19, b-SLICE,   17, 36.00,        784, 0,-1610810.00,30.271,27, 15 13 ,18 20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 72.63%, 24.56%,  2.81%,  0.00%, 13017.87, 1043.09, 3638.93, 13017.87 , 18, 253, 117.90, 76, 149, 130.95, 90, 179, 129.25, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 20.0, 29.0, 15.0, 37.0, 1.0, 439.0, 1.951, 2
20, b-SLICE,   19, 35.36,       1680, 0,-1623906.00,30.271,26, 18 15 ,20 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.05%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 44.71%, 51.63%,  2.61%,  0.00%, 13305.22, 1071.96, 3964.29, 13312.19 , 19, 252, 118.87, 76, 150, 130.96, 90, 179, 129.26, 0.00%, 97.71%,0.00%, 1.71%, 0.57%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 33.0, 11.0, 34.0, 0.0, 430.0, 2.124, 6
21, P-SLICE,   25, 30.46,       5712, 0,-1609856.00,28.000,21, 20 18 , -, 0.00%,  0.00%,  0.00%, 0.00%,  0.14%,  0.14%, 0.00%,  0.00%,  0.00%, 0.00%,  0.28%,  0.00%, 0.00%,  1.97%,  1.41%,  0.42%,  7.31%,  0.00%,  0.00%,  0.00%,  0.00%, 53.59%, 27.85%,  2.11%,  4.78%, 12861.30, 1080.44, 3773.99, 13404.45 , 20, 253, 118.89, 76, 150, 131.00, 89, 179, 129.29, 0.00%, 96.45%,0.00%, 0.25%, 3.30%, 0.00%, 0.00%, 0.00%, 0.00%, 0.95%, 94.29%,0.00%, 0.95%, 3.81%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 83.33%,0.00%, 5.56%, 11.11%, 0.00%, 0.00%, 0.00%, 0.00%, 2.27%, 38.64%,0.00%, 31.82%, 27.27%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 1.0, 0.0, 30.0, 0.0, 38.0, 0.0, 294.0, 5.133, 47
22, B-SLICE,   23, 35.00,        720, 0,-1625414.00,30.271,24, 20 18 ,25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.19%,  0.00%,  0.00%,  0.00%,  0.00%, 79.96%, 16.85%,  0.94%,  2.06%, 13198.84, 1063.30, 3971.12, 13198.84 , 19, 252, 118.88, 76, 150, 130.96, 90, 179, 129.26, 0.00%, 100.24%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.67%,0.00%, 8.33%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 26.0, 4.0, 33.0, 0.0, 419.0, 4.093, 28
23, b-SLICE,   21, 36.00,        624, 0,5.31,30.271,27, 20 18 ,23 25 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 90.89%,  9.11%,  0.00%,  0.00%, 13242.17, 1058.86, 3964.48, 13242.17 , 19, 252, 118.87, 75, 150, 130.97, 90, 179, 129.26, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,0.00%, 0.0, 0.0, 65.0, 8.0, 125.0, 0.0, 477.0, 3.042, 61
